subject_id,scenario_label,stimulus_index,action_condition,effort_condition,intimacy_condition,stage,response
f73bf408-358a-50f2-b499-d92cd53b3473,social,13,high_risk_share,low,somewhat_intimate,posterior,0.94
f73bf408-358a-50f2-b499-d92cd53b3473,basketball,14,low_risk_share,low,somewhat_formal,prior,0.9
f73bf408-358a-50f2-b499-d92cd53b3473,basketball,14,low_risk_share,low,somewhat_formal,posterior,0.92
f73bf408-358a-50f2-b499-d92cd53b3473,dip,15,no_share,low,max_formal,prior,0.89
f73bf408-358a-50f2-b499-d92cd53b3473,dip,15,no_share,low,max_formal,posterior,0.9
24a93691-4e82-5cb2-af26-e65a24010bde,apples,0,high_risk_share,low,max_intimate,prior,0.66
24a93691-4e82-5cb2-af26-e65a24010bde,apples,0,high_risk_share,low,max_intimate,posterior,0.88
24a93691-4e82-5cb2-af26-e65a24010bde,fair,1,low_risk_share,high,somewhat_formal,prior,0.81
24a93691-4e82-5cb2-af26-e65a24010bde,fair,1,low_risk_share,high,somewhat_formal,posterior,0.82
24a93691-4e82-5cb2-af26-e65a24010bde,brunch,2,low_risk_share,high,max_intimate,prior,0.72
24a93691-4e82-5cb2-af26-e65a24010bde,brunch,2,low_risk_share,high,max_intimate,posterior,0.82
24a93691-4e82-5cb2-af26-e65a24010bde,cooking,3,low_risk_share,high,max_formal,prior,0.83
24a93691-4e82-5cb2-af26-e65a24010bde,cooking,3,low_risk_share,high,max_formal,posterior,0.89
24a93691-4e82-5cb2-af26-e65a24010bde,hike,4,high_risk_share,low,max_formal,prior,0.9
24a93691-4e82-5cb2-af26-e65a24010bde,hike,4,high_risk_share,low,max_formal,posterior,0.91
24a93691-4e82-5cb2-af26-e65a24010bde,gala,5,no_share,high,somewhat_intimate,prior,0.85
24a93691-4e82-5cb2-af26-e65a24010bde,gala,5,no_share,high,somewhat_intimate,posterior,0.58
24a93691-4e82-5cb2-af26-e65a24010bde,soup,6,high_risk_share,high,somewhat_formal,prior,0.68
24a93691-4e82-5cb2-af26-e65a24010bde,soup,6,high_risk_share,high,somewhat_formal,posterior,0.77
24a93691-4e82-5cb2-af26-e65a24010bde,dip,7,high_risk_share,high,max_intimate,prior,0.74
24a93691-4e82-5cb2-af26-e65a24010bde,dip,7,high_risk_share,high,max_intimate,posterior,0.79
24a93691-4e82-5cb2-af26-e65a24010bde,basketball,8,low_risk_share,low,max_formal,prior,0.85
24a93691-4e82-5cb2-af26-e65a24010bde,basketball,8,low_risk_share,low,max_formal,posterior,0.84
24a93691-4e82-5cb2-af26-e65a24010bde,birthday,9,high_risk_share,low,somewhat_intimate,prior,0.76
24a93691-4e82-5cb2-af26-e65a24010bde,birthday,9,high_risk_share,low,somewhat_intimate,posterior,0.8
24a93691-4e82-5cb2-af26-e65a24010bde,social,10,low_risk_share,low,somewhat_intimate,prior,0.77
24a93691-4e82-5cb2-af26-e65a24010bde,social,10,low_risk_share,low,somewhat_intimate,posterior,0.81
24a93691-4e82-5cb2-af26-e65a24010bde,oysters,11,no_share,high,max_intimate,prior,0.72
24a93691-4e82-5cb2-af26-e65a24010bde,oysters,11,no_share,high,max_intimate,posterior,0.76
24a93691-4e82-5cb2-af26-e65a24010bde,drinks,12,no_share,low,somewhat_formal,prior,0.69
24a93691-4e82-5cb2-af26-e65a24010bde,drinks,12,no_share,low,somewhat_formal,posterior,0.26
24a93691-4e82-5cb2-af26-e65a24010bde,takeout,13,no_share,high,somewhat_formal,prior,0.9
24a93691-4e82-5cb2-af26-e65a24010bde,takeout,13,no_share,high,somewhat_formal,posterior,0.88
24a93691-4e82-5cb2-af26-e65a24010bde,driving,14,no_share,low,max_formal,prior,0.91
24a93691-4e82-5cb2-af26-e65a24010bde,driving,14,no_share,low,max_formal,posterior,0.92
24a93691-4e82-5cb2-af26-e65a24010bde,wedding,15,no_share,low,somewhat_intimate,prior,0.5
24a93691-4e82-5cb2-af26-e65a24010bde,wedding,15,no_share,low,somewhat_intimate,posterior,0.45
c0071c57-a568-5c62-a9f3-be6e8d1d56ea,cooking,0,no_share,low,max_intimate,prior,1.0
c0071c57-a568-5c62-a9f3-be6e8d1d56ea,cooking,0,no_share,low,max_intimate,posterior,0.76
c0071c57-a568-5c62-a9f3-be6e8d1d56ea,social,1,high_risk_share,high,somewhat_intimate,prior,0.4
c0071c57-a568-5c62-a9f3-be6e8d1d56ea,social,1,high_risk_share,high,somewhat_intimate,posterior,0.76
c0071c57-a568-5c62-a9f3-be6e8d1d56ea,basketball,2,high_risk_share,low,max_intimate,prior,0.88
c0071c57-a568-5c62-a9f3-be6e8d1d56ea,basketball,2,high_risk_share,low,max_intimate,posterior,1.0
c0071c57-a568-5c62-a9f3-be6e8d1d56ea,soup,3,high_risk_share,high,max_formal,prior,0.33
c0071c57-a568-5c62-a9f3-be6e8d1d56ea,soup,3,high_risk_share,high,max_formal,posterior,0.6
c0071c57-a568-5c62-a9f3-be6e8d1d56ea,apples,4,high_risk_share,high,max_intimate,prior,0.79
c0071c57-a568-5c62-a9f3-be6e8d1d56ea,apples,4,high_risk_share,high,max_intimate,posterior,0.94
c0071c57-a568-5c62-a9f3-be6e8d1d56ea,fair,5,low_risk_share,low,max_intimate,prior,1.0
c0071c57-a568-5c62-a9f3-be6e8d1d56ea,fair,5,low_risk_share,low,max_intimate,posterior,0.78
c0071c57-a568-5c62-a9f3-be6e8d1d56ea,dip,6,high_risk_share,low,somewhat_formal,prior,0.69
c0071c57-a568-5c62-a9f3-be6e8d1d56ea,dip,6,high_risk_share,low,somewhat_formal,posterior,0.93
c0071c57-a568-5c62-a9f3-be6e8d1d56ea,takeout,7,low_risk_share,high,somewhat_intimate,prior,1.0
c0071c57-a568-5c62-a9f3-be6e8d1d56ea,takeout,7,low_risk_share,high,somewhat_intimate,posterior,0.95
c0071c57-a568-5c62-a9f3-be6e8d1d56ea,driving,8,no_share,high,somewhat_intimate,prior,0.82
c0071c57-a568-5c62-a9f3-be6e8d1d56ea,driving,8,no_share,high,somewhat_intimate,posterior,0.94
c0071c57-a568-5c62-a9f3-be6e8d1d56ea,birthday,9,low_risk_share,low,somewhat_formal,prior,0.58
c0071c57-a568-5c62-a9f3-be6e8d1d56ea,birthday,9,low_risk_share,low,somewhat_formal,posterior,0.77
c0071c57-a568-5c62-a9f3-be6e8d1d56ea,oysters,10,high_risk_share,low,max_formal,prior,0.92
c0071c57-a568-5c62-a9f3-be6e8d1d56ea,oysters,10,high_risk_share,low,max_formal,posterior,1.0
c0071c57-a568-5c62-a9f3-be6e8d1d56ea,wedding,11,no_share,high,somewhat_formal,prior,0.98
c0071c57-a568-5c62-a9f3-be6e8d1d56ea,wedding,11,no_share,high,somewhat_formal,posterior,0.79
c0071c57-a568-5c62-a9f3-be6e8d1d56ea,gala,12,no_share,low,somewhat_formal,prior,0.81
c0071c57-a568-5c62-a9f3-be6e8d1d56ea,gala,12,no_share,low,somewhat_formal,posterior,0.89
c0071c57-a568-5c62-a9f3-be6e8d1d56ea,hike,13,low_risk_share,high,max_formal,prior,0.96
c0071c57-a568-5c62-a9f3-be6e8d1d56ea,hike,13,low_risk_share,high,max_formal,posterior,1.0
c0071c57-a568-5c62-a9f3-be6e8d1d56ea,drinks,14,low_risk_share,low,somewhat_intimate,prior,0.93
c0071c57-a568-5c62-a9f3-be6e8d1d56ea,drinks,14,low_risk_share,low,somewhat_intimate,posterior,0.79
c0071c57-a568-5c62-a9f3-be6e8d1d56ea,brunch,15,no_share,high,max_formal,prior,0.33
c0071c57-a568-5c62-a9f3-be6e8d1d56ea,brunch,15,no_share,high,max_formal,posterior,0.0
121ac289-39bc-5f2f-be14-6adb7f567a12,birthday,0,high_risk_share,high,somewhat_intimate,prior,0.58
121ac289-39bc-5f2f-be14-6adb7f567a12,birthday,0,high_risk_share,high,somewhat_intimate,posterior,0.91
121ac289-39bc-5f2f-be14-6adb7f567a12,dip,1,no_share,low,max_intimate,prior,0.51
121ac289-39bc-5f2f-be14-6adb7f567a12,dip,1,no_share,low,max_intimate,posterior,0.07
121ac289-39bc-5f2f-be14-6adb7f567a12,driving,2,no_share,high,somewhat_formal,prior,0.52
121ac289-39bc-5f2f-be14-6adb7f567a12,driving,2,no_share,high,somewhat_formal,posterior,0.45
121ac289-39bc-5f2f-be14-6adb7f567a12,apples,3,low_risk_share,high,max_formal,prior,0.64
121ac289-39bc-5f2f-be14-6adb7f567a12,apples,3,low_risk_share,high,max_formal,posterior,0.57
121ac289-39bc-5f2f-be14-6adb7f567a12,basketball,4,high_risk_share,low,max_intimate,prior,0.38
121ac289-39bc-5f2f-be14-6adb7f567a12,basketball,4,high_risk_share,low,max_intimate,posterior,0.89
121ac289-39bc-5f2f-be14-6adb7f567a12,hike,5,no_share,high,max_formal,prior,0.57
121ac289-39bc-5f2f-be14-6adb7f567a12,hike,5,no_share,high,max_formal,posterior,0.51
121ac289-39bc-5f2f-be14-6adb7f567a12,fair,6,low_risk_share,low,max_intimate,prior,0.54
121ac289-39bc-5f2f-be14-6adb7f567a12,fair,6,low_risk_share,low,max_intimate,posterior,0.63
121ac289-39bc-5f2f-be14-6adb7f567a12,brunch,7,low_risk_share,high,somewhat_intimate,prior,0.43
121ac289-39bc-5f2f-be14-6adb7f567a12,brunch,7,low_risk_share,high,somewhat_intimate,posterior,0.56
121ac289-39bc-5f2f-be14-6adb7f567a12,takeout,8,low_risk_share,low,somewhat_formal,prior,0.54
121ac289-39bc-5f2f-be14-6adb7f567a12,takeout,8,low_risk_share,low,somewhat_formal,posterior,0.53
121ac289-39bc-5f2f-be14-6adb7f567a12,drinks,9,high_risk_share,low,max_formal,prior,0.58
121ac289-39bc-5f2f-be14-6adb7f567a12,drinks,9,high_risk_share,low,max_formal,posterior,0.87
121ac289-39bc-5f2f-be14-6adb7f567a12,wedding,10,high_risk_share,high,max_formal,prior,0.58
121ac289-39bc-5f2f-be14-6adb7f567a12,wedding,10,high_risk_share,high,max_formal,posterior,0.93
121ac289-39bc-5f2f-be14-6adb7f567a12,cooking,11,no_share,low,somewhat_formal,prior,0.55
121ac289-39bc-5f2f-be14-6adb7f567a12,cooking,11,no_share,low,somewhat_formal,posterior,0.57
121ac289-39bc-5f2f-be14-6adb7f567a12,social,12,high_risk_share,low,somewhat_formal,prior,0.58
121ac289-39bc-5f2f-be14-6adb7f567a12,social,12,high_risk_share,low,somewhat_formal,posterior,0.91
121ac289-39bc-5f2f-be14-6adb7f567a12,oysters,13,no_share,high,somewhat_intimate,prior,0.57
121ac289-39bc-5f2f-be14-6adb7f567a12,oysters,13,no_share,high,somewhat_intimate,posterior,0.58
121ac289-39bc-5f2f-be14-6adb7f567a12,soup,14,low_risk_share,low,somewhat_intimate,prior,0.46
121ac289-39bc-5f2f-be14-6adb7f567a12,soup,14,low_risk_share,low,somewhat_intimate,posterior,0.48
121ac289-39bc-5f2f-be14-6adb7f567a12,gala,15,high_risk_share,high,max_intimate,prior,0.4
121ac289-39bc-5f2f-be14-6adb7f567a12,gala,15,high_risk_share,high,max_intimate,posterior,0.52
5094f7cf-a082-5400-99e4-5ad638135894,driving,0,no_share,high,max_formal,prior,0.38
5094f7cf-a082-5400-99e4-5ad638135894,driving,0,no_share,high,max_formal,posterior,0.34
5094f7cf-a082-5400-99e4-5ad638135894,apples,1,no_share,low,somewhat_intimate,prior,0.79
5094f7cf-a082-5400-99e4-5ad638135894,apples,1,no_share,low,somewhat_intimate,posterior,0.77
5094f7cf-a082-5400-99e4-5ad638135894,brunch,2,high_risk_share,high,somewhat_formal,prior,0.91
5094f7cf-a082-5400-99e4-5ad638135894,brunch,2,high_risk_share,high,somewhat_formal,posterior,1.0
5094f7cf-a082-5400-99e4-5ad638135894,wedding,3,no_share,low,max_intimate,prior,0.86
5094f7cf-a082-5400-99e4-5ad638135894,wedding,3,no_share,low,max_intimate,posterior,0.91
5094f7cf-a082-5400-99e4-5ad638135894,takeout,4,low_risk_share,high,max_intimate,prior,0.75
5094f7cf-a082-5400-99e4-5ad638135894,takeout,4,low_risk_share,high,max_intimate,posterior,0.86
5094f7cf-a082-5400-99e4-5ad638135894,fair,5,high_risk_share,high,somewhat_intimate,prior,0.6
5094f7cf-a082-5400-99e4-5ad638135894,fair,5,high_risk_share,high,somewhat_intimate,posterior,0.48
5094f7cf-a082-5400-99e4-5ad638135894,social,6,low_risk_share,low,max_intimate,prior,0.71
5094f7cf-a082-5400-99e4-5ad638135894,social,6,low_risk_share,low,max_intimate,posterior,0.72
5094f7cf-a082-5400-99e4-5ad638135894,hike,7,low_risk_share,high,somewhat_intimate,prior,0.64
5094f7cf-a082-5400-99e4-5ad638135894,hike,7,low_risk_share,high,somewhat_intimate,posterior,0.54
5094f7cf-a082-5400-99e4-5ad638135894,soup,8,low_risk_share,high,somewhat_formal,prior,0.71
5094f7cf-a082-5400-99e4-5ad638135894,soup,8,low_risk_share,high,somewhat_formal,posterior,0.58
5094f7cf-a082-5400-99e4-5ad638135894,cooking,9,low_risk_share,low,somewhat_formal,prior,0.85
5094f7cf-a082-5400-99e4-5ad638135894,cooking,9,low_risk_share,low,somewhat_formal,posterior,0.93
5094f7cf-a082-5400-99e4-5ad638135894,oysters,10,no_share,low,max_formal,prior,0.8
5094f7cf-a082-5400-99e4-5ad638135894,oysters,10,no_share,low,max_formal,posterior,0.74
5094f7cf-a082-5400-99e4-5ad638135894,gala,11,no_share,high,max_intimate,prior,0.8
5094f7cf-a082-5400-99e4-5ad638135894,gala,11,no_share,high,max_intimate,posterior,0.82
5094f7cf-a082-5400-99e4-5ad638135894,dip,12,low_risk_share,low,max_formal,prior,0.76
5094f7cf-a082-5400-99e4-5ad638135894,dip,12,low_risk_share,low,max_formal,posterior,0.82
5094f7cf-a082-5400-99e4-5ad638135894,drinks,13,high_risk_share,low,somewhat_formal,prior,0.65
5094f7cf-a082-5400-99e4-5ad638135894,drinks,13,high_risk_share,low,somewhat_formal,posterior,0.6
5094f7cf-a082-5400-99e4-5ad638135894,birthday,14,high_risk_share,low,somewhat_intimate,prior,0.7
5094f7cf-a082-5400-99e4-5ad638135894,birthday,14,high_risk_share,low,somewhat_intimate,posterior,0.74
5094f7cf-a082-5400-99e4-5ad638135894,basketball,15,high_risk_share,high,max_formal,prior,0.4
5094f7cf-a082-5400-99e4-5ad638135894,basketball,15,high_risk_share,high,max_formal,posterior,0.28
3488170b-ae0f-596c-a3ba-48af23bb12b8,oysters,0,no_share,high,somewhat_intimate,prior,0.94
3488170b-ae0f-596c-a3ba-48af23bb12b8,oysters,0,no_share,high,somewhat_intimate,posterior,0.91
3488170b-ae0f-596c-a3ba-48af23bb12b8,drinks,1,no_share,high,max_formal,prior,0.35
3488170b-ae0f-596c-a3ba-48af23bb12b8,drinks,1,no_share,high,max_formal,posterior,0.0
3488170b-ae0f-596c-a3ba-48af23bb12b8,basketball,2,low_risk_share,high,somewhat_intimate,prior,0.92
3488170b-ae0f-596c-a3ba-48af23bb12b8,basketball,2,low_risk_share,high,somewhat_intimate,posterior,0.94
3488170b-ae0f-596c-a3ba-48af23bb12b8,wedding,3,high_risk_share,high,somewhat_intimate,prior,0.9
3488170b-ae0f-596c-a3ba-48af23bb12b8,wedding,3,high_risk_share,high,somewhat_intimate,posterior,1.0
3488170b-ae0f-596c-a3ba-48af23bb12b8,takeout,4,high_risk_share,high,max_intimate,prior,0.49
3488170b-ae0f-596c-a3ba-48af23bb12b8,takeout,4,high_risk_share,high,max_intimate,posterior,0.86
3488170b-ae0f-596c-a3ba-48af23bb12b8,driving,5,no_share,low,somewhat_formal,prior,1.0
3488170b-ae0f-596c-a3ba-48af23bb12b8,driving,5,no_share,low,somewhat_formal,posterior,0.5
3488170b-ae0f-596c-a3ba-48af23bb12b8,hike,6,no_share,high,somewhat_formal,prior,0.89
3488170b-ae0f-596c-a3ba-48af23bb12b8,hike,6,no_share,high,somewhat_formal,posterior,0.5
3488170b-ae0f-596c-a3ba-48af23bb12b8,gala,7,high_risk_share,low,somewhat_formal,prior,0.5
3488170b-ae0f-596c-a3ba-48af23bb12b8,gala,7,high_risk_share,low,somewhat_formal,posterior,0.67
3488170b-ae0f-596c-a3ba-48af23bb12b8,cooking,8,low_risk_share,low,somewhat_intimate,prior,1.0
3488170b-ae0f-596c-a3ba-48af23bb12b8,cooking,8,low_risk_share,low,somewhat_intimate,posterior,0.99
3488170b-ae0f-596c-a3ba-48af23bb12b8,apples,9,no_share,low,max_intimate,prior,0.99
3488170b-ae0f-596c-a3ba-48af23bb12b8,apples,9,no_share,low,max_intimate,posterior,0.98
3488170b-ae0f-596c-a3ba-48af23bb12b8,birthday,10,low_risk_share,low,max_intimate,prior,0.94
3488170b-ae0f-596c-a3ba-48af23bb12b8,birthday,10,low_risk_share,low,max_intimate,posterior,1.0
3488170b-ae0f-596c-a3ba-48af23bb12b8,dip,11,low_risk_share,low,somewhat_formal,prior,0.88
3488170b-ae0f-596c-a3ba-48af23bb12b8,dip,11,low_risk_share,low,somewhat_formal,posterior,0.85
3488170b-ae0f-596c-a3ba-48af23bb12b8,social,12,high_risk_share,low,max_formal,prior,0.84
3488170b-ae0f-596c-a3ba-48af23bb12b8,social,12,high_risk_share,low,max_formal,posterior,0.56
3488170b-ae0f-596c-a3ba-48af23bb12b8,brunch,13,high_risk_share,high,max_formal,prior,0.97
3488170b-ae0f-596c-a3ba-48af23bb12b8,brunch,13,high_risk_share,high,max_formal,posterior,0.94
3488170b-ae0f-596c-a3ba-48af23bb12b8,fair,14,high_risk_share,low,max_intimate,prior,0.97
3488170b-ae0f-596c-a3ba-48af23bb12b8,fair,14,high_risk_share,low,max_intimate,posterior,0.98
3488170b-ae0f-596c-a3ba-48af23bb12b8,soup,15,low_risk_share,high,max_formal,prior,0.93
3488170b-ae0f-596c-a3ba-48af23bb12b8,soup,15,low_risk_share,high,max_formal,posterior,0.84
de7196a8-92b0-5700-842d-1538186c38b6,basketball,0,no_share,low,max_formal,prior,0.24
de7196a8-92b0-5700-842d-1538186c38b6,basketball,0,no_share,low,max_formal,posterior,0.06
de7196a8-92b0-5700-842d-1538186c38b6,brunch,1,high_risk_share,low,max_intimate,prior,0.84
de7196a8-92b0-5700-842d-1538186c38b6,brunch,1,high_risk_share,low,max_intimate,posterior,0.9
de7196a8-92b0-5700-842d-1538186c38b6,apples,2,no_share,low,somewhat_intimate,prior,0.77
de7196a8-92b0-5700-842d-1538186c38b6,apples,2,no_share,low,somewhat_intimate,posterior,0.22
de7196a8-92b0-5700-842d-1538186c38b6,driving,3,high_risk_share,high,somewhat_formal,prior,0.85
de7196a8-92b0-5700-842d-1538186c38b6,driving,3,high_risk_share,high,somewhat_formal,posterior,0.87
de7196a8-92b0-5700-842d-1538186c38b6,fair,4,no_share,high,somewhat_formal,prior,0.91
de7196a8-92b0-5700-842d-1538186c38b6,fair,4,no_share,high,somewhat_formal,posterior,0.38
de7196a8-92b0-5700-842d-1538186c38b6,oysters,5,low_risk_share,low,somewhat_intimate,prior,0.66
de7196a8-92b0-5700-842d-1538186c38b6,oysters,5,low_risk_share,low,somewhat_intimate,posterior,0.64
de7196a8-92b0-5700-842d-1538186c38b6,hike,6,low_risk_share,low,max_formal,prior,0.86
de7196a8-92b0-5700-842d-1538186c38b6,hike,6,low_risk_share,low,max_formal,posterior,0.88
de7196a8-92b0-5700-842d-1538186c38b6,soup,7,high_risk_share,high,max_intimate,prior,0.61
de7196a8-92b0-5700-842d-1538186c38b6,soup,7,high_risk_share,high,max_intimate,posterior,0.84
de7196a8-92b0-5700-842d-1538186c38b6,birthday,8,no_share,high,somewhat_intimate,prior,0.88
de7196a8-92b0-5700-842d-1538186c38b6,birthday,8,no_share,high,somewhat_intimate,posterior,0.07
de7196a8-92b0-5700-842d-1538186c38b6,wedding,9,no_share,low,somewhat_formal,prior,0.87
de7196a8-92b0-5700-842d-1538186c38b6,wedding,9,no_share,low,somewhat_formal,posterior,0.72
de7196a8-92b0-5700-842d-1538186c38b6,takeout,10,low_risk_share,high,max_intimate,prior,0.87
de7196a8-92b0-5700-842d-1538186c38b6,takeout,10,low_risk_share,high,max_intimate,posterior,0.95
de7196a8-92b0-5700-842d-1538186c38b6,dip,11,high_risk_share,low,somewhat_intimate,prior,0.84
de7196a8-92b0-5700-842d-1538186c38b6,dip,11,high_risk_share,low,somewhat_intimate,posterior,0.95
de7196a8-92b0-5700-842d-1538186c38b6,drinks,12,low_risk_share,high,max_formal,prior,0.27
de7196a8-92b0-5700-842d-1538186c38b6,drinks,12,low_risk_share,high,max_formal,posterior,0.58
de7196a8-92b0-5700-842d-1538186c38b6,cooking,13,high_risk_share,low,max_formal,prior,0.8
de7196a8-92b0-5700-842d-1538186c38b6,cooking,13,high_risk_share,low,max_formal,posterior,0.78
de7196a8-92b0-5700-842d-1538186c38b6,gala,14,no_share,high,max_intimate,prior,0.89
de7196a8-92b0-5700-842d-1538186c38b6,gala,14,no_share,high,max_intimate,posterior,0.58
de7196a8-92b0-5700-842d-1538186c38b6,social,15,low_risk_share,high,somewhat_formal,prior,0.92
de7196a8-92b0-5700-842d-1538186c38b6,social,15,low_risk_share,high,somewhat_formal,posterior,0.96
e4e74e0d-945d-5da6-84aa-22fa6f444d1b,birthday,0,high_risk_share,low,max_formal,prior,0.56
e4e74e0d-945d-5da6-84aa-22fa6f444d1b,birthday,0,high_risk_share,low,max_formal,posterior,0.63
e4e74e0d-945d-5da6-84aa-22fa6f444d1b,fair,1,high_risk_share,high,max_intimate,prior,1.0
e4e74e0d-945d-5da6-84aa-22fa6f444d1b,fair,1,high_risk_share,high,max_intimate,posterior,1.0
e4e74e0d-945d-5da6-84aa-22fa6f444d1b,basketball,2,no_share,high,somewhat_intimate,prior,0.5
e4e74e0d-945d-5da6-84aa-22fa6f444d1b,basketball,2,no_share,high,somewhat_intimate,posterior,0.37
e4e74e0d-945d-5da6-84aa-22fa6f444d1b,oysters,3,high_risk_share,low,max_intimate,prior,0.86
e4e74e0d-945d-5da6-84aa-22fa6f444d1b,oysters,3,high_risk_share,low,max_intimate,posterior,0.5
e4e74e0d-945d-5da6-84aa-22fa6f444d1b,hike,4,no_share,low,somewhat_intimate,prior,0.72
e4e74e0d-945d-5da6-84aa-22fa6f444d1b,hike,4,no_share,low,somewhat_intimate,posterior,0.56
e4e74e0d-945d-5da6-84aa-22fa6f444d1b,takeout,5,low_risk_share,high,max_intimate,prior,0.87
e4e74e0d-945d-5da6-84aa-22fa6f444d1b,takeout,5,low_risk_share,high,max_intimate,posterior,0.8
e4e74e0d-945d-5da6-84aa-22fa6f444d1b,soup,6,no_share,high,somewhat_formal,prior,0.5
e4e74e0d-945d-5da6-84aa-22fa6f444d1b,soup,6,no_share,high,somewhat_formal,posterior,0.5
e4e74e0d-945d-5da6-84aa-22fa6f444d1b,driving,7,low_risk_share,high,somewhat_formal,prior,0.69
e4e74e0d-945d-5da6-84aa-22fa6f444d1b,driving,7,low_risk_share,high,somewhat_formal,posterior,0.64
e4e74e0d-945d-5da6-84aa-22fa6f444d1b,social,8,high_risk_share,low,somewhat_intimate,prior,0.7
e4e74e0d-945d-5da6-84aa-22fa6f444d1b,social,8,high_risk_share,low,somewhat_intimate,posterior,0.69
e4e74e0d-945d-5da6-84aa-22fa6f444d1b,brunch,9,high_risk_share,high,somewhat_formal,prior,0.41
e4e74e0d-945d-5da6-84aa-22fa6f444d1b,brunch,9,high_risk_share,high,somewhat_formal,posterior,0.73
e4e74e0d-945d-5da6-84aa-22fa6f444d1b,wedding,10,no_share,high,max_intimate,prior,0.63
e4e74e0d-945d-5da6-84aa-22fa6f444d1b,wedding,10,no_share,high,max_intimate,posterior,0.58
e4e74e0d-945d-5da6-84aa-22fa6f444d1b,drinks,11,no_share,low,max_formal,prior,0.27
e4e74e0d-945d-5da6-84aa-22fa6f444d1b,drinks,11,no_share,low,max_formal,posterior,0.21
e4e74e0d-945d-5da6-84aa-22fa6f444d1b,cooking,12,low_risk_share,high,max_formal,prior,0.93
e4e74e0d-945d-5da6-84aa-22fa6f444d1b,cooking,12,low_risk_share,high,max_formal,posterior,0.92
e4e74e0d-945d-5da6-84aa-22fa6f444d1b,gala,13,low_risk_share,low,somewhat_intimate,prior,0.71
e4e74e0d-945d-5da6-84aa-22fa6f444d1b,gala,13,low_risk_share,low,somewhat_intimate,posterior,0.62
e4e74e0d-945d-5da6-84aa-22fa6f444d1b,apples,14,low_risk_share,low,max_formal,prior,0.64
e4e74e0d-945d-5da6-84aa-22fa6f444d1b,apples,14,low_risk_share,low,max_formal,posterior,0.68
e4e74e0d-945d-5da6-84aa-22fa6f444d1b,dip,15,no_share,low,somewhat_formal,prior,0.78
e4e74e0d-945d-5da6-84aa-22fa6f444d1b,dip,15,no_share,low,somewhat_formal,posterior,0.67
7c897b37-3f84-5df7-95bb-68b254261517,basketball,0,low_risk_share,low,somewhat_formal,prior,0.28
7c897b37-3f84-5df7-95bb-68b254261517,basketball,0,low_risk_share,low,somewhat_formal,posterior,0.31
7c897b37-3f84-5df7-95bb-68b254261517,driving,1,high_risk_share,low,max_intimate,prior,0.67
7c897b37-3f84-5df7-95bb-68b254261517,driving,1,high_risk_share,low,max_intimate,posterior,0.6
7c897b37-3f84-5df7-95bb-68b254261517,wedding,2,low_risk_share,low,somewhat_intimate,prior,0.77
7c897b37-3f84-5df7-95bb-68b254261517,wedding,2,low_risk_share,low,somewhat_intimate,posterior,0.71
7c897b37-3f84-5df7-95bb-68b254261517,oysters,3,low_risk_share,high,somewhat_intimate,prior,0.39
7c897b37-3f84-5df7-95bb-68b254261517,oysters,3,low_risk_share,high,somewhat_intimate,posterior,0.58
7c897b37-3f84-5df7-95bb-68b254261517,social,4,high_risk_share,high,max_intimate,prior,0.61
7c897b37-3f84-5df7-95bb-68b254261517,social,4,high_risk_share,high,max_intimate,posterior,0.73
7c897b37-3f84-5df7-95bb-68b254261517,apples,5,no_share,high,somewhat_intimate,prior,0.43
7c897b37-3f84-5df7-95bb-68b254261517,apples,5,no_share,high,somewhat_intimate,posterior,0.38
7c897b37-3f84-5df7-95bb-68b254261517,birthday,6,no_share,low,somewhat_formal,prior,0.25
7c897b37-3f84-5df7-95bb-68b254261517,birthday,6,no_share,low,somewhat_formal,posterior,0.16
7c897b37-3f84-5df7-95bb-68b254261517,dip,7,no_share,low,max_intimate,prior,0.69
7c897b37-3f84-5df7-95bb-68b254261517,dip,7,no_share,low,max_intimate,posterior,0.11
7c897b37-3f84-5df7-95bb-68b254261517,cooking,8,no_share,high,somewhat_formal,prior,0.23
7c897b37-3f84-5df7-95bb-68b254261517,cooking,8,no_share,high,somewhat_formal,posterior,0.13
7c897b37-3f84-5df7-95bb-68b254261517,gala,9,low_risk_share,low,max_intimate,prior,0.66
7c897b37-3f84-5df7-95bb-68b254261517,gala,9,low_risk_share,low,max_intimate,posterior,0.71
7c897b37-3f84-5df7-95bb-68b254261517,takeout,10,high_risk_share,high,somewhat_intimate,prior,0.21
7c897b37-3f84-5df7-95bb-68b254261517,takeout,10,high_risk_share,high,somewhat_intimate,posterior,0.38
7c897b37-3f84-5df7-95bb-68b254261517,fair,11,high_risk_share,high,max_formal,prior,0.71
7c897b37-3f84-5df7-95bb-68b254261517,fair,11,high_risk_share,high,max_formal,posterior,0.6
7c897b37-3f84-5df7-95bb-68b254261517,brunch,12,low_risk_share,high,max_formal,prior,0.69
7c897b37-3f84-5df7-95bb-68b254261517,brunch,12,low_risk_share,high,max_formal,posterior,0.86
7c897b37-3f84-5df7-95bb-68b254261517,soup,13,no_share,high,max_formal,prior,0.37
7c897b37-3f84-5df7-95bb-68b254261517,soup,13,no_share,high,max_formal,posterior,0.71
7c897b37-3f84-5df7-95bb-68b254261517,drinks,14,high_risk_share,low,somewhat_formal,prior,0.42
