scenario_label,observed_action,motivation,alt_idx,motivation_query,v_raw,v_raw_std,v,n_runs
dip,action_3,low,1,low,0.0,0.0,0.0,10
dip,action_3,low,1,high,1.0,0.0,0.3333333333333333,10
dip,action_3,low,2,low,-1.2,0.4,-0.39999999999999997,10
dip,action_3,low,2,high,2.0,0.0,0.6666666666666666,10
dip,action_3,low,3,low,3.0,0.0,1.0,10
dip,action_3,low,3,high,-3.0,0.0,-1.0,10
dip,action_3,low,4,low,-1.2,0.4,-0.39999999999999997,10
dip,action_3,low,4,high,2.0,0.0,0.6666666666666666,10
dip,action_3,low,5,low,-1.2,0.4,-0.39999999999999997,10
dip,action_3,low,5,high,1.7,0.45825756949558394,0.5666666666666667,10
dip,action_3,low,6,low,-1.2,0.4,-0.39999999999999997,10
dip,action_3,low,6,high,1.0,0.0,0.3333333333333333,10
dip,action_3,low,7,low,2.0,0.0,0.6666666666666666,10
dip,action_3,low,7,high,-0.8,0.4,-0.26666666666666666,10
dip,action_3,high,0,low,-1.0,0.0,-0.3333333333333333,10
dip,action_3,high,0,high,-2.1,0.3,-0.7000000000000001,10
dip,action_3,high,1,low,0.0,0.0,0.0,10
dip,action_3,high,1,high,1.0,0.0,0.3333333333333333,10
dip,action_3,high,2,low,-2.0,0.0,-0.6666666666666666,10
dip,action_3,high,2,high,3.0,0.0,1.0,10
dip,action_3,high,3,low,-1.2,0.4,-0.39999999999999997,10
dip,action_3,high,3,high,2.0,0.0,0.6666666666666666,10
dip,action_3,high,4,low,3.0,0.0,1.0,10
dip,action_3,high,4,high,-3.0,0.0,-1.0,10
dip,action_3,high,5,low,-1.0,0.0,-0.3333333333333333,10
dip,action_3,high,5,high,-2.0,0.0,-0.6666666666666666,10
dip,action_3,high,6,low,-1.2,0.4,-0.39999999999999997,10
dip,action_3,high,6,high,2.0,0.0,0.6666666666666666,10
dip,action_3,high,7,low,0.0,0.0,0.0,10
dip,action_3,high,7,high,-1.0,0.0,-0.3333333333333333,10
dip,action_3,high,8,low,-1.9,0.3,-0.6333333333333333,10
dip,action_3,high,8,high,2.0,0.0,0.6666666666666666,10
drinks,action_0,low,0,low,-2.0,0.0,-0.6666666666666666,10
drinks,action_0,low,0,high,2.0,0.0,0.6666666666666666,10
drinks,action_0,low,1,low,0.0,0.0,0.0,10
drinks,action_0,low,1,high,-3.0,0.0,-1.0,10
drinks,action_0,low,2,low,1.0,0.0,0.3333333333333333,10
drinks,action_0,low,2,high,2.5,0.0,0.8333333333333334,10
drinks,action_0,low,3,low,0.0,0.0,0.0,10
drinks,action_0,low,3,high,-2.0,0.0,-0.6666666666666666,10
drinks,action_0,low,4,low,-1.0,0.0,-0.3333333333333333,10
drinks,action_0,low,4,high,3.0,0.0,1.0,10
drinks,action_0,low,5,low,2.0,0.0,0.6666666666666666,10
drinks,action_0,low,5,high,-3.0,0.0,-1.0,10
drinks,action_0,low,6,low,-2.0,0.0,-0.6666666666666666,10
drinks,action_0,low,6,high,2.5,0.0,0.8333333333333334,10
drinks,action_0,low,7,low,3.0,0.0,1.0,10
drinks,action_0,low,7,high,-3.0,0.0,-1.0,10
drinks,action_0,low,8,low,-1.0,0.0,-0.3333333333333333,10
drinks,action_0,low,8,high,2.56,0.11999999999999994,0.8533333333333334,10
drinks,action_0,high,0,low,-2.8,0.39999999999999997,-0.9333333333333332,10
drinks,action_0,high,0,high,2.04,0.08000000000000007,0.68,10
drinks,action_0,high,1,low,-1.0,0.0,-0.3333333333333333,10
drinks,action_0,high,1,high,2.56,0.11999999999999994,0.8533333333333334,10
drinks,action_0,high,2,low,-3.0,0.0,-1.0,10
drinks,action_0,high,2,high,1.1,0.19999999999999998,0.3666666666666667,10
drinks,action_0,high,3,low,1.0,0.0,0.3333333333333333,10
drinks,action_0,high,3,high,3.0,0.0,1.0,10
drinks,action_0,high,4,low,2.0,0.0,0.6666666666666666,10
drinks,action_0,high,4,high,2.55,0.15,0.85,10
drinks,action_0,high,5,low,2.0,0.0,0.6666666666666666,10
drinks,action_0,high,5,high,-2.0,0.0,-0.6666666666666666,10
drinks,action_0,high,6,low,0.0,0.0,0.0,10
drinks,action_0,high,6,high,-3.0,0.0,-1.0,10
drinks,action_0,high,7,low,-2.5,0.5,-0.8333333333333334,10
drinks,action_0,high,7,high,2.5,0.0,0.8333333333333334,10
drinks,action_1,low,0,low,0.4,0.4898979485566356,0.13333333333333333,10
drinks,action_1,low,0,high,-2.0,0.0,-0.6666666666666666,10
drinks,action_1,low,1,low,-3.0,0.0,-1.0,10
drinks,action_1,low,1,high,1.1,0.19999999999999998,0.3666666666666667,10
drinks,action_1,low,2,low,2.0,0.0,0.6666666666666666,10
drinks,action_1,low,2,high,2.55,0.15,0.85,10
drinks,action_1,low,3,low,-2.8,0.39999999999999997,-0.9333333333333332,10
drinks,action_1,low,3,high,2.44,0.11999999999999994,0.8133333333333334,10
drinks,action_1,low,4,low,1.0,0.0,0.3333333333333333,10
drinks,action_1,low,4,high,0.0,0.0,0.0,10
drinks,action_1,low,5,low,-1.0,0.0,-0.3333333333333333,10
drinks,action_1,low,5,high,2.2600000000000002,0.33226495451672294,0.7533333333333334,10
drinks,action_1,low,6,low,2.5,0.5,0.8333333333333334,10
drinks,action_1,low,6,high,-3.0,0.0,-1.0,10
drinks,action_1,low,7,low,1.0,0.0,0.3333333333333333,10
drinks,action_1,low,7,high,0.0,0.0,0.0,10
drinks,action_1,low,8,low,0.8,0.4,0.26666666666666666,10
drinks,action_1,low,8,high,3.0,0.0,1.0,10
drinks,action_1,low,9,low,1.0,0.0,0.3333333333333333,10
drinks,action_1,low,9,high,0.0,0.0,0.0,10
drinks,action_1,high,0,low,-1.0,0.0,-0.3333333333333333,10
drinks,action_1,high,0,high,1.0,0.0,0.3333333333333333,10
drinks,action_1,high,1,low,2.0,0.0,0.6666666666666666,10
drinks,action_1,high,1,high,-2.8,0.39999999999999997,-0.9333333333333332,10
drinks,action_1,high,2,low,0.8,0.4,0.26666666666666666,10
drinks,action_1,high,2,high,3.0,0.0,1.0,10
drinks,action_1,high,3,low,2.0,0.0,0.6666666666666666,10
drinks,action_1,high,3,high,2.55,0.15,0.85,10
drinks,action_1,high,4,low,1.0,0.0,0.3333333333333333,10
drinks,action_1,high,4,high,0.0,0.0,0.0,10
drinks,action_1,high,5,low,-2.8,0.39999999999999997,-0.9333333333333332,10
drinks,action_1,high,5,high,2.04,0.08000000000000007,0.68,10
drinks,action_1,high,6,low,0.0,0.0,0.0,10
drinks,action_1,high,6,high,-3.0,0.0,-1.0,10
drinks,action_1,high,7,low,0.8,0.4,0.26666666666666666,10
drinks,action_1,high,7,high,2.58,0.16613247725836147,0.86,10
drinks,action_1,high,8,low,2.5,0.5,0.8333333333333334,10
drinks,action_1,high,8,high,-3.0,0.0,-1.0,10
drinks,action_2,low,0,low,3.0,0.0,1.0,10
drinks,action_2,low,0,high,-3.0,0.0,-1.0,10
drinks,action_2,low,1,low,-3.0,0.0,-1.0,10
drinks,action_2,low,1,high,1.35,0.45,0.45,10
drinks,action_2,low,2,low,-1.0,0.0,-0.3333333333333333,10
drinks,action_2,low,2,high,2.56,0.11999999999999994,0.8533333333333334,10
drinks,action_2,low,3,low,1.0,0.0,0.3333333333333333,10
drinks,action_2,low,3,high,2.95,0.15,0.9833333333333334,10
drinks,action_2,low,4,low,2.0,0.0,0.6666666666666666,10
drinks,action_2,low,4,high,2.55,0.15,0.85,10
drinks,action_2,low,5,low,0.0,0.0,0.0,10
drinks,action_2,low,5,high,-3.0,0.0,-1.0,10
drinks,action_2,low,6,low,2.0,0.0,0.6666666666666666,10
drinks,action_2,low,6,high,-2.0,0.0,-0.6666666666666666,10
drinks,action_2,low,7,low,-2.0,0.0,-0.6666666666666666,10
drinks,action_2,low,7,high,2.04,0.08000000000000007,0.68,10
drinks,action_2,low,8,low,1.1,0.3,0.3666666666666667,10
drinks,action_2,low,8,high,0.0,0.0,0.0,10
drinks,action_2,high,0,low,0.8,0.4,0.26666666666666666,10
drinks,action_2,high,0,high,3.0,0.0,1.0,10
drinks,action_2,high,1,low,2.0,0.0,0.6666666666666666,10
drinks,action_2,high,1,high,-2.8,0.39999999999999997,-0.9333333333333332,10
drinks,action_2,high,2,low,-2.8,0.39999999999999997,-0.9333333333333332,10
drinks,action_2,high,2,high,2.04,0.08000000000000007,0.68,10
drinks,action_2,high,3,low,1.0,0.0,0.3333333333333333,10
drinks,action_2,high,3,high,2.55,0.15,0.85,10
drinks,action_2,high,4,low,-1.0,0.0,-0.3333333333333333,10
drinks,action_2,high,4,high,2.56,0.11999999999999994,0.8533333333333334,10
drinks,action_2,high,5,low,2.0,0.0,0.6666666666666666,10
drinks,action_2,high,5,high,1.05,0.15,0.35000000000000003,10
drinks,action_2,high,6,low,-2.0,0.0,-0.6666666666666666,10
drinks,action_2,high,6,high,2.4,0.19999999999999998,0.7999999999999999,10
drinks,action_2,high,7,low,0.0,0.0,0.0,10
drinks,action_2,high,7,high,-3.0,0.0,-1.0,10
drinks,action_2,high,8,low,2.0,0.0,0.6666666666666666,10
drinks,action_2,high,8,high,-2.5,0.5,-0.8333333333333334,10
drinks,action_3,low,0,low,0.4,0.4898979485566356,0.13333333333333333,10
drinks,action_3,low,0,high,-2.0,0.0,-0.6666666666666666,10
drinks,action_3,low,1,low,-1.0,0.0,-0.3333333333333333,10
drinks,action_3,low,1,high,3.0,0.0,1.0,10
drinks,action_3,low,2,low,1.1,0.3,0.3666666666666667,10
drinks,action_3,low,2,high,0.0,0.0,0.0,10
drinks,action_3,low,3,low,-1.0,0.0,-0.3333333333333333,10
drinks,action_3,low,3,high,2.31,0.32695565448543623,0.77,10
drinks,action_3,low,4,low,1.1,0.3,0.3666666666666667,10
drinks,action_3,low,4,high,2.55,0.15,0.85,10
drinks,action_3,low,5,low,-2.0,0.0,-0.6666666666666666,10
drinks,action_3,low,5,high,2.04,0.08000000000000007,0.68,10
drinks,action_3,low,6,low,0.0,0.0,0.0,10
drinks,action_3,low,6,high,-3.0,0.0,-1.0,10
drinks,action_3,low,7,low,1.0,0.0,0.3333333333333333,10
drinks,action_3,low,7,high,0.0,0.0,0.0,10
drinks,action_3,low,8,low,2.5,0.5,0.8333333333333334,10
drinks,action_3,low,8,high,-3.0,0.0,-1.0,10
drinks,action_3,high,0,low,-3.0,0.0,-1.0,10
drinks,action_3,high,0,high,1.35,0.45,0.45,10
drinks,action_3,high,1,low,-1.0,0.0,-0.3333333333333333,10
drinks,action_3,high,1,high,2.56,0.11999999999999994,0.8533333333333334,10
drinks,action_3,high,2,low,0.8,0.4,0.26666666666666666,10
drinks,action_3,high,2,high,3.0,0.0,1.0,10
drinks,action_3,high,3,low,2.0,0.0,0.6666666666666666,10
drinks,action_3,high,3,high,1.05,0.15,0.35000000000000003,10
drinks,action_3,high,4,low,2.0,0.0,0.6666666666666666,10
drinks,action_3,high,4,high,2.55,0.15,0.85,10
drinks,action_3,high,5,low,0.4,0.4898979485566356,0.13333333333333333,10
drinks,action_3,high,5,high,-2.0,0.0,-0.6666666666666666,10
drinks,action_3,high,6,low,-2.0,0.0,-0.6666666666666666,10
drinks,action_3,high,6,high,2.04,0.08000000000000007,0.68,10
drinks,action_3,high,7,low,1.1,0.3,0.3666666666666667,10
drinks,action_3,high,7,high,0.0,0.0,0.0,10
drinks,action_3,high,8,low,2.5,0.5,0.8333333333333334,10
drinks,action_3,high,8,high,-2.9,0.3,-0.9666666666666667,10
driving,action_0,low,0,low,1.5,0.6708203932499369,0.5,10
driving,action_0,low,0,high,-2.85,0.45,-0.9500000000000001,10
driving,action_0,low,1,low,-1.0,0.0,-0.3333333333333333,10
driving,action_0,low,1,high,-3.0,0.0,-1.0,10
driving,action_0,low,2,low,2.0,0.0,0.6666666666666666,10
driving,action_0,low,2,high,2.0,0.0,0.6666666666666666,10
driving,action_0,low,3,low,1.55,0.15,0.5166666666666667,10
driving,action_0,low,3,high,1.5,0.0,0.5,10
driving,action_0,low,4,low,1.85,0.22912878474779202,0.6166666666666667,10
driving,action_0,low,4,high,1.5,0.0,0.5,10
driving,action_0,low,5,low,1.3,0.45825756949558394,0.43333333333333335,10
driving,action_0,low,5,high,-1.45,0.15,-0.48333333333333334,10
driving,action_0,low,6,low,2.0,0.0,0.6666666666666666,10
driving,action_0,low,6,high,2.0,0.0,0.6666666666666666,10
driving,action_0,low,7,low,0.0,0.0,0.0,10
driving,action_0,low,7,high,0.0,0.0,0.0,10
driving,action_0,high,0,low,1.3,0.45825756949558394,0.43333333333333335,10
driving,action_0,high,0,high,-1.25,0.75,-0.4166666666666667,10
driving,action_0,high,1,low,-1.0,0.0,-0.3333333333333333,10
driving,action_0,high,1,high,-3.0,0.0,-1.0,10
driving,action_0,high,2,low,1.85,0.22912878474779202,0.6166666666666667,10
driving,action_0,high,2,high,1.45,0.15,0.48333333333333334,10
driving,action_0,high,3,low,1.55,0.15,0.5166666666666667,10
driving,action_0,high,3,high,1.5,0.0,0.5,10
driving,action_0,high,4,low,1.4,0.3,0.4666666666666666,10
driving,action_0,high,4,high,1.5,0.0,0.5,10
driving,action_0,high,5,low,2.1,0.3,0.7000000000000001,10
driving,action_0,high,5,high,2.15,0.22912878474779202,0.7166666666666667,10
driving,action_0,high,6,low,1.0,0.0,0.3333333333333333,10
driving,action_0,high,6,high,1.0,0.0,0.3333333333333333,10
driving,action_0,high,7,low,1.05,0.15,0.35000000000000003,10
driving,action_0,high,7,high,0.0,0.0,0.0,10
driving,action_1,low,0,low,1.2,1.2489995996796797,0.39999999999999997,10
driving,action_1,low,0,high,-2.9,0.3,-0.9666666666666667,10
driving,action_1,low,1,low,1.2,1.2489995996796797,0.39999999999999997,10
driving,action_1,low,1,high,-2.9,0.3,-0.9666666666666667,10
driving,action_1,low,2,low,-1.0,0.0,-0.3333333333333333,10
driving,action_1,low,2,high,-3.0,0.0,-1.0,10
driving,action_1,low,3,low,1.55,0.15,0.5166666666666667,10
driving,action_1,low,3,high,1.5,0.0,0.5,10
driving,action_1,low,4,low,1.4,0.3741657386773941,0.4666666666666666,10
driving,action_1,low,4,high,1.0,0.0,0.3333333333333333,10
driving,action_1,low,5,low,1.4,0.3741657386773941,0.4666666666666666,10
driving,action_1,low,5,high,1.0,0.0,0.3333333333333333,10
driving,action_1,low,6,low,2.0,0.0,0.6666666666666666,10
driving,action_1,low,6,high,2.0,0.0,0.6666666666666666,10
driving,action_1,low,7,low,2.0,0.0,0.6666666666666666,10
driving,action_1,low,7,high,2.0,0.0,0.6666666666666666,10
driving,action_1,low,8,low,0.5,0.5477225575051661,0.16666666666666666,10
driving,action_1,low,8,high,-0.95,0.15,-0.31666666666666665,10
driving,action_1,high,0,low,-1.2,1.5362291495737217,-0.39999999999999997,10
driving,action_1,high,0,high,-3.0,0.0,-1.0,10
driving,action_1,high,1,low,-1.2,1.5362291495737217,-0.39999999999999997,10
driving,action_1,high,1,high,-3.0,0.0,-1.0,10
driving,action_1,high,2,low,-1.0,0.0,-0.3333333333333333,10
driving,action_1,high,2,high,-3.0,0.0,-1.0,10
driving,action_1,high,3,low,1.55,0.15,0.5166666666666667,10
driving,action_1,high,3,high,1.5,0.0,0.5,10
driving,action_1,high,4,low,1.8,0.4,0.6,10
driving,action_1,high,4,high,1.4,0.48989794855663565,0.4666666666666666,10
driving,action_1,high,5,low,1.8,0.4,0.6,10
driving,action_1,high,5,high,1.4,0.48989794855663565,0.4666666666666666,10
driving,action_1,high,6,low,2.0,0.0,0.6666666666666666,10
driving,action_1,high,6,high,2.0,0.0,0.6666666666666666,10
driving,action_1,high,7,low,1.0,0.0,0.3333333333333333,10
driving,action_1,high,7,high,1.0,0.0,0.3333333333333333,10
driving,action_1,high,8,low,1.55,0.15,0.5166666666666667,10
driving,action_1,high,8,high,1.5,0.0,0.5,10
driving,action_2,low,0,low,1.2,1.2489995996796797,0.39999999999999997,10
driving,action_2,low,0,high,-2.9,0.3,-0.9666666666666667,10
driving,action_2,low,1,low,1.2,1.2489995996796797,0.39999999999999997,10
driving,action_2,low,1,high,-2.9,0.3,-0.9666666666666667,10
driving,action_2,low,2,low,-1.0,0.0,-0.3333333333333333,10
driving,action_2,low,2,high,-3.0,0.0,-1.0,10
driving,action_2,low,3,low,1.8,0.4,0.6,10
driving,action_2,low,3,high,1.1,0.19999999999999998,0.3666666666666667,10
driving,action_2,low,4,low,1.55,0.15,0.5166666666666667,10
driving,action_2,low,4,high,1.5,0.0,0.5,10
driving,action_2,low,5,low,2.0,0.0,0.6666666666666666,10
driving,action_2,low,5,high,2.15,0.22912878474779202,0.7166666666666667,10
driving,action_2,low,6,low,1.8,0.4,0.6,10
driving,action_2,low,6,high,1.4,0.48989794855663565,0.4666666666666666,10
driving,action_2,low,7,low,1.85,0.22912878474779202,0.6166666666666667,10
driving,action_2,low,7,high,1.5,0.0,0.5,10
driving,action_2,low,8,low,2.0,0.0,0.6666666666666666,10
driving,action_2,low,8,high,1.9,0.3,0.6333333333333333,10
driving,action_2,high,0,low,1.2,1.2489995996796797,0.39999999999999997,10
driving,action_2,high,0,high,-2.9,0.3,-0.9666666666666667,10
driving,action_2,high,1,low,1.2,1.2489995996796797,0.39999999999999997,10
driving,action_2,high,1,high,-2.9,0.3,-0.9666666666666667,10
driving,action_2,high,2,low,-1.0,0.0,-0.3333333333333333,10
driving,action_2,high,2,high,-3.0,0.0,-1.0,10
driving,action_2,high,3,low,1.55,0.15,0.5166666666666667,10
driving,action_2,high,3,high,1.5,0.0,0.5,10
driving,action_2,high,4,low,1.35,0.32015621187164245,0.45,10
driving,action_2,high,4,high,1.0,0.0,0.3333333333333333,10
driving,action_2,high,5,low,1.8,0.4,0.6,10
driving,action_2,high,5,high,1.4,0.48989794855663565,0.4666666666666666,10
driving,action_2,high,6,low,1.8,0.4,0.6,10
driving,action_2,high,6,high,1.4,0.48989794855663565,0.4666666666666666,10
driving,action_2,high,7,low,2.0,0.0,0.6666666666666666,10
driving,action_2,high,7,high,2.15,0.22912878474779202,0.7166666666666667,10
driving,action_2,high,8,low,2.0,0.0,0.6666666666666666,10
driving,action_2,high,8,high,2.0,0.0,0.6666666666666666,10
driving,action_3,low,0,low,1.45,0.26925824035672524,0.48333333333333334,10
driving,action_3,low,0,high,0.2,0.24494897427831783,0.06666666666666667,10
driving,action_3,low,1,low,1.45,0.26925824035672524,0.48333333333333334,10
driving,action_3,low,1,high,0.2,0.24494897427831783,0.06666666666666667,10
driving,action_3,low,2,low,-0.1,0.30000000000000004,-0.03333333333333333,10
driving,action_3,low,2,high,-1.0,0.0,-0.3333333333333333,10
driving,action_3,low,3,low,-1.0,0.0,-0.3333333333333333,10
driving,action_3,low,3,high,-3.0,0.0,-1.0,10
driving,action_3,low,4,low,1.25,0.33541019662496846,0.4166666666666667,10
driving,action_3,low,4,high,-0.7,0.6,-0.2333333333333333,10
driving,action_3,low,5,low,1.85,0.22912878474779202,0.6166666666666667,10
driving,action_3,low,5,high,1.55,0.15,0.5166666666666667,10
driving,action_3,low,6,low,-0.7,0.7810249675906654,-0.2333333333333333,10
driving,action_3,low,6,high,-1.95,0.15,-0.65,10
driving,action_3,low,7,low,2.1,0.3,0.7000000000000001,10
driving,action_3,low,7,high,2.15,0.22912878474779202,0.7166666666666667,10
driving,action_3,low,8,low,1.5,0.5,0.5,10
driving,action_3,low,8,high,1.15,0.22912878474779202,0.3833333333333333,10
driving,action_3,high,0,low,1.2,1.2489995996796797,0.39999999999999997,10
driving,action_3,high,0,high,-2.9,0.3,-0.9666666666666667,10
driving,action_3,high,1,low,1.2,1.2489995996796797,0.39999999999999997,10
driving,action_3,high,1,high,-2.9,0.3,-0.9666666666666667,10
driving,action_3,high,2,low,1.35,0.32015621187164245,0.45,10
driving,action_3,high,2,high,1.0,0.0,0.3333333333333333,10
driving,action_3,high,3,low,2.0,0.0,0.6666666666666666,10
driving,action_3,high,3,high,2.0,0.0,0.6666666666666666,10
driving,action_3,high,4,low,1.55,0.15,0.5166666666666667,10
driving,action_3,high,4,high,1.5,0.0,0.5,10
driving,action_3,high,5,low,0.0,0.0,0.0,10
driving,action_3,high,5,high,0.0,0.0,0.0,10
driving,action_3,high,6,low,-1.0,0.0,-0.3333333333333333,10
driving,action_3,high,6,high,-3.0,0.0,-1.0,10
driving,action_3,high,7,low,1.8,0.4,0.6,10
driving,action_3,high,7,high,1.35,0.45,0.45,10
fair,action_0,low,0,low,1.85,0.45,0.6166666666666667,10
fair,action_0,low,0,high,2.0,0.0,0.6666666666666666,10
fair,action_0,low,1,low,2.35,0.45,0.7833333333333333,10
fair,action_0,low,1,high,2.5,0.0,0.8333333333333334,10
fair,action_0,low,2,low,-1.9,0.3,-0.6333333333333333,10
fair,action_0,low,2,high,-3.0,0.0,-1.0,10
fair,action_0,low,3,low,-2.9,0.3,-0.9666666666666667,10
fair,action_0,low,3,high,-3.0,0.0,-1.0,10
fair,action_0,low,4,low,1.85,0.45,0.6166666666666667,10
fair,action_0,low,4,high,2.2,0.2449489742783178,0.7333333333333334,10
fair,action_0,low,5,low,-2.9,0.3,-0.9666666666666667,10
fair,action_0,low,5,high,-3.0,0.0,-1.0,10
fair,action_0,low,6,low,-0.35,0.895823643358446,-0.11666666666666665,10
fair,action_0,low,6,high,1.0,0.0,0.3333333333333333,10
fair,action_0,low,7,low,2.4,0.3,0.7999999999999999,10
fair,action_0,low,7,high,2.5,0.0,0.8333333333333334,10
fair,action_0,high,0,low,1.15,0.45,0.3833333333333333,10
fair,action_0,high,0,high,2.5,0.0,0.8333333333333334,10
fair,action_0,high,1,low,1.85,0.45,0.6166666666666667,10
fair,action_0,high,1,high,2.45,0.15,0.8166666666666668,10
fair,action_0,high,2,low,-1.9,0.3,-0.6333333333333333,10
fair,action_0,high,2,high,-3.0,0.0,-1.0,10
fair,action_0,high,3,low,2.35,0.45,0.7833333333333333,10
fair,action_0,high,3,high,2.5,0.0,0.8333333333333334,10
fair,action_0,high,4,low,-2.9,0.3,-0.9666666666666667,10
fair,action_0,high,4,high,-3.0,0.0,-1.0,10
fair,action_0,high,5,low,-2.15,0.7762087348130012,-0.7166666666666667,10
fair,action_0,high,5,high,-3.0,0.0,-1.0,10
fair,action_0,high,6,low,1.85,0.45,0.6166666666666667,10
fair,action_0,high,6,high,2.0,0.0,0.6666666666666666,10
fair,action_0,high,7,low,1.9,0.3,0.6333333333333333,10
fair,action_0,high,7,high,2.0,0.0,0.6666666666666666,10
fair,action_0,high,8,low,1.85,0.45,0.6166666666666667,10
fair,action_0,high,8,high,2.45,0.15,0.8166666666666668,10
fair,action_0,high,9,low,2.9,0.3,0.9666666666666667,10
fair,action_0,high,9,high,-1.0,0.0,-0.3333333333333333,10
fair,action_1,low,0,low,-1.9,0.3,-0.6333333333333333,10
fair,action_1,low,0,high,-3.0,0.0,-1.0,10
fair,action_1,low,1,low,2.9,0.3,0.9666666666666667,10
fair,action_1,low,1,high,-1.0,0.0,-0.3333333333333333,10
fair,action_1,low,2,low,-1.9,0.3,-0.6333333333333333,10
fair,action_1,low,2,high,-3.0,0.0,-1.0,10
fair,action_1,low,3,low,1.15,0.45,0.3833333333333333,10
fair,action_1,low,3,high,2.5,0.0,0.8333333333333334,10
fair,action_1,low,4,low,2.3,0.6,0.7666666666666666,10
fair,action_1,low,4,high,2.5,0.0,0.8333333333333334,10
fair,action_1,low,5,low,1.95,0.15,0.65,10
fair,action_1,low,5,high,0.0,0.0,0.0,10
fair,action_1,low,6,low,1.85,0.45,0.6166666666666667,10
fair,action_1,low,6,high,2.0,0.0,0.6666666666666666,10
fair,action_1,low,7,low,0.0,0.0,0.0,10
fair,action_1,low,7,high,1.2,0.9797958971132712,0.39999999999999997,10
fair,action_1,low,8,low,2.9,0.3,0.9666666666666667,10
fair,action_1,low,8,high,-2.5,1.02469507659596,-0.8333333333333334,10
fair,action_1,high,0,low,-1.9,0.3,-0.6333333333333333,10
fair,action_1,high,0,high,-3.0,0.0,-1.0,10
fair,action_1,high,1,low,-1.9,0.3,-0.6333333333333333,10
fair,action_1,high,1,high,-3.0,0.0,-1.0,10
fair,action_1,high,2,low,2.9,0.3,0.9666666666666667,10
fair,action_1,high,2,high,-1.0,0.0,-0.3333333333333333,10
fair,action_1,high,3,low,1.15,0.45,0.3833333333333333,10
fair,action_1,high,3,high,2.5,0.0,0.8333333333333334,10
fair,action_1,high,4,low,2.35,0.45,0.7833333333333333,10
fair,action_1,high,4,high,2.5,0.0,0.8333333333333334,10
fair,action_1,high,5,low,1.95,0.15,0.65,10
fair,action_1,high,5,high,0.0,0.0,0.0,10
fair,action_1,high,6,low,0.1,0.30000000000000004,0.03333333333333333,10
fair,action_1,high,6,high,3.0,0.0,1.0,10
fair,action_1,high,7,low,1.85,0.45,0.6166666666666667,10
fair,action_1,high,7,high,2.5,0.0,0.8333333333333334,10
fair,action_1,high,8,low,1.7,0.45825756949558405,0.5666666666666667,10
fair,action_1,high,8,high,2.5,0.0,0.8333333333333334,10
fair,action_2,low,0,low,-1.9,0.3,-0.6333333333333333,10
fair,action_2,low,0,high,-3.0,0.0,-1.0,10
fair,action_2,low,1,low,-1.9,0.3,-0.6333333333333333,10
fair,action_2,low,1,high,-3.0,0.0,-1.0,10
fair,action_2,low,2,low,-2.9,0.3,-0.9666666666666667,10
fair,action_2,low,2,high,-3.0,0.0,-1.0,10
fair,action_2,low,3,low,1.85,0.45,0.6166666666666667,10
fair,action_2,low,3,high,2.5,0.0,0.8333333333333334,10
fair,action_2,low,4,low,1.7,0.45825756949558405,0.5666666666666667,10
fair,action_2,low,4,high,2.5,0.0,0.8333333333333334,10
fair,action_2,low,5,low,2.9,0.3,0.9666666666666667,10
fair,action_2,low,5,high,-1.0,0.0,-0.3333333333333333,10
fair,action_2,low,6,low,1.95,0.15,0.65,10
fair,action_2,low,6,high,0.0,0.0,0.0,10
fair,action_2,low,7,low,0.15,0.45,0.049999999999999996,10
fair,action_2,low,7,high,0.8,0.4,0.26666666666666666,10
fair,action_2,low,8,low,2.9,0.3,0.9666666666666667,10
fair,action_2,low,8,high,-2.5,1.02469507659596,-0.8333333333333334,10
fair,action_2,high,0,low,-1.9,0.3,-0.6333333333333333,10
fair,action_2,high,0,high,-3.0,0.0,-1.0,10
fair,action_2,high,1,low,-1.9,0.3,-0.6333333333333333,10
fair,action_2,high,1,high,-3.0,0.0,-1.0,10
fair,action_2,high,2,low,1.85,0.45,0.6166666666666667,10
fair,action_2,high,2,high,2.5,0.0,0.8333333333333334,10
fair,action_2,high,3,low,-2.9,0.3,-0.9666666666666667,10
fair,action_2,high,3,high,-3.0,0.0,-1.0,10
fair,action_2,high,4,low,1.7,0.45825756949558405,0.5666666666666667,10
fair,action_2,high,4,high,2.5,0.0,0.8333333333333334,10
fair,action_2,high,5,low,2.35,0.45,0.7833333333333333,10
fair,action_2,high,5,high,2.5,0.0,0.8333333333333334,10
fair,action_2,high,6,low,2.0,0.3872983346207417,0.6666666666666666,10
fair,action_2,high,6,high,2.45,0.15,0.8166666666666668,10
fair,action_2,high,7,low,-0.8,0.4,-0.26666666666666666,10
fair,action_2,high,7,high,-0.3,0.45825756949558405,-0.09999999999999999,10
fair,action_2,high,8,low,1.5,0.806225774829855,0.5,10
fair,action_2,high,8,high,2.0,0.0,0.6666666666666666,10
fair,action_3,low,0,low,-1.9,0.3,-0.6333333333333333,10
fair,action_3,low,0,high,-3.0,0.0,-1.0,10
fair,action_3,low,1,low,1.85,0.45,0.6166666666666667,10
fair,action_3,low,1,high,2.5,0.0,0.8333333333333334,10
fair,action_3,low,2,low,1.85,0.45,0.6166666666666667,10
fair,action_3,low,2,high,2.0,0.0,0.6666666666666666,10
fair,action_3,low,3,low,2.9,0.3,0.9666666666666667,10
fair,action_3,low,3,high,-1.0,0.0,-0.3333333333333333,10
