scenario_label,observed_action,effort_condition,intimacy_condition,alt_idx,action_text,is_share
driving,action_0,low,100,1,Katherine drinks the coffee,0
driving,action_0,low,100,2,They leave the coffee and continue driving,0
driving,action_0,low,100,3,They take turns sipping the coffee,1
drinks,action_2,high,50,0,Noah gives Ria the cup and lets her finish the drink,0
drinks,action_2,high,50,1,Noah and Ria flag down the bartender to get a clean cup,1
drinks,action_2,high,50,2,Ria declines to try the drink,0
drinks,action_2,high,50,3,Noah offers to get Ria her own version of the drink when the bartender returns,0
driving,action_0,low,75,0,Danielle and Katherine take turns drinking the coffee,1
driving,action_0,low,75,1,Katherine drinks the coffee,0
driving,action_0,low,75,2,They grab an empty cup and look for another way to get coffee for the other person,1
driving,action_0,low,75,3,They leave the coffee and neither drinks it,0
driving,action_1,low,100,0,Danielle drinks the full cup of coffee by herself,0
driving,action_1,low,100,1,Katherine drinks the full cup of coffee by herself,0
driving,action_1,low,100,2,They leave the gas station and look for another place to get coffee,0
driving,action_1,low,100,3,They take turns drinking from the same cup,1
driving,action_1,low,75,0,Danielle drinks the full cup of coffee and Katherine goes without,0
driving,action_1,low,75,1,Katherine drinks the full cup of coffee and Danielle goes without,0
driving,action_1,low,75,2,They decide to buy a different drink from the gas station,1
driving,action_1,low,75,3,They take turns drinking from the single cup,1
driving,action_1,high,75,0,Danielle drinks the whole cup and Katherine goes without,0
driving,action_1,high,75,1,Katherine drinks the whole cup and Danielle goes without,0
driving,action_1,high,75,2,They take turns drinking from the same cup,1
driving,action_1,high,75,3,They abandon the coffee and leave the gas station,0
driving,action_0,high,100,0,Danielle and Katherine take turns sipping the coffee,1
driving,action_0,high,100,1,Katherine drinks the coffee,0
driving,action_0,high,100,2,They pour the coffee into two separate containers and split it,1
driving,action_0,high,100,3,They leave the coffee and neither of them drink it,0
driving,action_0,high,100,4,They go to the counter to get another cup and Katherine drinks the second coffee,0
driving,action_1,high,50,0,Danielle drinks the entire cup of coffee herself,0
driving,action_1,high,50,1,Katherine drinks the entire cup of coffee herself,0
driving,action_1,high,50,2,"They leave the gas station without getting another cup, and only one person drinks the coffee",0
driving,action_1,high,50,3,They take turns drinking from the same cup,1
driving,action_1,low,0,0,One person drinks the whole cup of coffee,0
driving,action_1,low,0,1,They leave the gas station without resolving the coffee issue,0
driving,action_1,low,0,2,They buy a new coffee from the gas station store,0
driving,action_1,low,0,3,They take turns drinking from the same cup,1
driving,action_2,low,50,0,Danielle drinks the coffee and Katherine goes without,0
driving,action_2,low,50,1,Katherine drinks the coffee and Danielle goes without,0
driving,action_2,low,50,2,They use an extra cup from the stack to split the coffee into two portions,1
driving,action_2,low,50,3,They decide to buy a different beverage instead,1
driving,action_0,high,50,0,Danielle goes to the counter to get another cup and they both have coffee,0
driving,action_0,high,50,1,Katherine drinks the coffee,0
driving,action_0,high,50,2,They take turns drinking the coffee,1
driving,action_0,high,50,3,They throw the coffee away and don't drink it,0
driving,action_1,high,100,0,Danielle drinks the whole cup of coffee,0
driving,action_1,high,100,1,Katherine drinks the whole cup of coffee,0
driving,action_1,high,100,2,They abandon the coffee and leave the gas station,0
driving,action_1,high,100,3,They wait in line to buy a second cup of coffee,1
driving,action_1,high,0,0,Danielle drinks the whole cup of coffee,0
driving,action_1,high,0,1,Katherine drinks the whole cup of coffee,0
driving,action_1,high,0,2,They leave the gas station without getting another cup of coffee,0
driving,action_1,high,0,3,They take turns drinking from the same cup,1
driving,action_2,low,0,0,Danielle drinks the coffee and Katherine gets nothing,0
driving,action_2,low,0,1,Katherine drinks the coffee and Danielle gets nothing,0
driving,action_2,low,0,2,They fill an extra cup with a different drink from the store and share that instead,1
driving,action_2,low,0,3,One person goes to buy a coffee from a different location,0
driving,action_2,low,100,0,Danielle drinks the coffee and Katherine gets nothing,0
driving,action_2,low,100,1,Katherine drinks the coffee and Danielle gets nothing,0
driving,action_2,low,100,2,They grab an extra empty cup and go to the counter to ask if they can get it filled,1
driving,action_2,low,100,3,They decide to abandon the coffee and continue driving,0
driving,action_2,high,0,0,Danielle drinks the coffee and Katherine goes without,0
driving,action_2,high,0,1,Katherine drinks the coffee and Danielle goes without,0
driving,action_2,high,0,2,They ask for a second cup at the counter and each get their own coffee,0
driving,action_2,high,0,3,They leave the gas station and look for another coffee place,0
driving,action_2,high,75,0,Danielle drinks the coffee and Katherine goes without,0
driving,action_2,high,75,1,Katherine drinks the coffee and Danielle goes without,0
driving,action_2,high,75,2,They go to the counter to ask for another cup,1
driving,action_2,high,75,3,They abandon the coffee and leave the gas station,0
driving,action_2,high,50,0,Danielle drinks the coffee and Katherine goes without,0
driving,action_2,high,50,1,Katherine drinks the coffee and Danielle goes without,0
driving,action_2,high,50,2,They ask for a second cup and wait in line to pay for it,1
driving,action_2,high,50,3,They abandon the coffee and leave the gas station,0
driving,action_2,high,100,0,Danielle drinks the coffee and Katherine goes without,0
driving,action_2,high,100,1,Katherine drinks the coffee and Danielle goes without,0
driving,action_2,high,100,2,They abandon the coffee and continue driving,0
driving,action_2,high,100,3,One of them waits in line to get another cup,1
driving,action_2,low,75,0,Katherine drinks the coffee while Danielle goes without,0
driving,action_2,low,75,1,Danielle drinks the coffee while Katherine goes without,0
driving,action_2,low,75,2,They grab an extra cup from the stack and Katherine goes to buy another coffee to fill it,0
driving,action_2,low,75,3,They decide to abandon the coffee and continue driving,0
driving,action_2,low,75,4,"They take turns going to the store to buy a new coffee, one at a time",0
fair,action_0,low,0,0,alternate eating pieces of each food item,0
fair,action_0,low,0,1,divide each type of food in half and eat their own halves,0
fair,action_0,low,0,2,take turns picking which food item to eat from the shared plate,1
fair,action_0,low,0,3,put all the food in the middle and graze from it together,1
fair,action_0,low,50,0,cut the corn into smaller pieces and split it between them,1
fair,action_0,low,50,1,Marianne gives the corn to Lisa,0
fair,action_0,low,50,2,put all the food in the middle of the table and serve themselves,1
fair,action_0,low,50,3,divide all the food into two equal portions and eat from their own plates,1
fair,action_0,low,50,4,Lisa eats from Marianne's plate and Marianne eats from Lisa's,1
fair,action_0,low,75,0,cut the corn into smaller pieces and share it between them,1
fair,action_0,low,75,1,divide all the food into two portions and eat from separate plates,1
fair,action_0,low,75,2,Lisa eats the corn and Marianne eats the other food,0
fair,action_0,low,75,3,put all the food back and decide not to eat it,0
fair,action_0,low,100,0,cut the corn and other foods into smaller portions to share,1
fair,action_0,low,100,1,divide the food onto separate plates,0
fair,action_0,low,100,2,take turns picking items from the shared plate,1
fair,action_0,low,100,3,"let one person choose what they want, then the other gets the rest",0
fair,action_1,low,0,0,take turns eating the corn off the cob,0
fair,action_1,low,0,1,cut the corn into portions and eat from separate plates,0
fair,action_1,low,0,2,"eat the funnel cake and fried cheese first, then decide on the corn",0
fair,action_1,low,0,3,leave the food and go home,0
fair,action_1,low,0,4,eat all the food together from the same plate with their hands,1
fair,action_0,high,0,0,go to the cutlery station to get utensils and then share the food,1
fair,action_0,high,0,1,divide the food into two portions and eat separately,0
fair,action_0,high,0,2,ask one person to eat everything and the other to go get more food,0
fair,action_0,high,0,3,put the food back and leave the fair,0
fair,action_0,high,0,4,take turns eating the different items of food,1
fair,action_0,high,100,0,sharing the corn and other food items,1
fair,action_0,high,100,1,cutting the corn and other food into smaller portions to share,1
fair,action_0,high,100,2,one person eating all the food while the other doesn't eat,0
fair,action_0,high,100,3,going to the cutlery station to get utensils to make sharing easier,1
fair,action_0,high,50,0,Marianne and Lisa go to the cutlery station to get utensils and then share the food,1
fair,action_0,high,50,1,They take turns eating each item of food,1
fair,action_0,high,50,2,One person eats the entire plate of food while the other person goes to buy more,0
fair,action_0,high,50,3,Marianne gives the corn to Lisa to eat,0
fair,action_0,high,50,4,They decide not to eat the food and throw it away,0
fair,action_1,low,50,0,"eat the corn directly from the skewer, one person at a time",0
fair,action_1,low,50,1,divide the skewer of corn in half and each eat from their own half,0
fair,action_1,low,50,2,"put all the food on one plate and eat together from it, using their hands or a single serving utensil",1
fair,action_1,low,50,3,not eat the corn at all and just throw it away,0
fair,action_0,high,75,0,Cut the corn and other food into smaller portions and share everything,1
fair,action_0,high,75,1,Marianne gives Lisa some of the corn,0
fair,action_0,high,75,2,They go to the cutlery station to get utensils and then share the food,1
fair,action_0,high,75,3,"Lisa eats the food on her side and Marianne eats the corn and possibly other food on her side, but then they switch and share the other food",1
fair,action_0,high,75,4,They decide not to eat the food and throw it away,0
fair,action_1,low,100,0,take turns eating corn directly from the skewer,1
fair,action_1,low,100,1,_cut the corn into two portions and eat from separate plates,0
fair,action_1,low,100,2,decide who gets to eat the corn and let that person eat the whole thing,0
fair,action_1,low,100,3,throw the corn away and just eat the funnel cake and fried cheese,0
fair,action_1,high,100,0,eat the corn directly from the skewer,1
fair,action_1,high,100,1,one person eats the corn from the skewer while the other eats the funnel cake and fried cheese,0
fair,action_1,high,100,2,discard the corn and just eat the funnel cake and fried cheese,1
fair,action_1,high,100,3,take turns eating the corn from the skewer,1
fair,action_1,high,75,0,eat the corn directly from the plate with their fingers,1
fair,action_1,high,75,1,cut the corn into two portions and each eat from their own portion,0
fair,action_1,high,75,2,decide who gets to eat the corn and the other person eats the funnel cake and fried cheese,0
fair,action_1,high,75,3,take turns eating the corn from the skewer,1
fair,action_1,high,0,0,"Eat the corn directly from the skewer, taking turns",1
fair,action_1,high,0,1,"One person eats the corn from the skewer, while the other eats the funnel cake and fried cheese",0
fair,action_1,high,0,2,"Leave the food and go home, not wanting to bother with getting cutlery",0
fair,action_1,high,0,3,Ask someone else for cutlery or a plate,0
fair,action_1,high,0,4,Eat the food with their fingers,1
fair,action_1,high,50,0,"eat the corn directly from the skewer, taking turns",1
fair,action_1,high,50,1,cut the corn in half and each eat from their own half,0
fair,action_1,high,50,2,one person eats the corn while the other eats the funnel cake and fried cheese,0
fair,action_1,high,50,3,throw the corn away and just eat the funnel cake and fried cheese,0
fair,action_1,high,50,4,eat all the food together with their fingers,1
fair,action_1,low,75,0,"eat the corn directly from the skewer, taking turns",1
fair,action_1,low,75,1,cut the corn into two portions and eat from separate plates,0
fair,action_1,low,75,2,decide who gets to eat the corn and give the other person the funnel cake and fried cheese,0
fair,action_1,low,75,3,put all the food away and not eat it at the fair,0
fair,action_2,low,50,0,cut the corn into smaller portions and divide them between two plates,1
fair,action_2,low,50,1,Marianne eats the corn and Lisa eats the funnel cake and fried cheese,0
fair,action_2,low,50,2,put all the food in the middle and take turns picking items to eat,1
fair,action_2,low,50,3,Lisa eats all the food and Marianne goes to get more,0
fair,action_2,low,50,4,they decide to save the food for later and leave the fair,0
fair,action_2,low,100,0,cut the corn into smaller pieces and divide them between two plates,0
fair,action_2,low,100,1,"eat the funnel cake and fried cheese first, then decide on the corn",0
fair,action_2,low,100,2,put the food in the middle and grab pieces as they want,1
fair,action_2,low,100,3,Marianne eats the corn while Lisa eats the other food,0
fair,action_2,low,100,4,give the entire plate of food to one person to eat,0
fair,action_2,low,0,0,cut the corn into two halves and eat separately,0
fair,action_2,low,0,1,put the food on separate plates and eat their own portions,0
fair,action_2,low,0,2,decide who gets to eat the corn and the other person eats the funnel cake and fried cheese,0
fair,action_2,low,0,3,"eat the funnel cake and fried cheese together, then decide on the corn",1
gala,action_0,low,0,0,Elena asks Todd if she can try his pumpkin spice martini,1
gala,action_0,low,0,1,Todd offers Elena a sip of his drink,1
gala,action_0,low,0,2,They decide to share a drink or order a drink to share,1
fair,action_2,high,50,0,cut the corn off the cob and divide it between them,1
fair,action_2,high,50,1,one person eats the corn while the other eats the funnel cake and fried cheese,0
fair,action_2,high,50,2,go to the cutlery station to get utensils to properly divide the food,1
fair,action_2,high,50,3,decide who gets to eat the corn and who gets the other food,0
fair,action_2,high,75,0,cut the corn into smaller pieces to share,1
fair,action_2,high,75,1,one person eats the corn while the other eats the funnel cake and fried cheese,0
fair,action_2,high,75,2,go to the cutlery station to get utensils to properly divide the food,1
fair,action_2,high,75,3,one person eats the entire skewer of corn,0
fair,action_2,high,100,0,cut the corn off the cob and divide it between them,0
fair,action_2,high,100,1,go to the cutlery station to get utensils to properly serve and share the food,1
fair,action_2,high,100,2,decide who gets to eat the corn and let the other person eat the funnel cake and fried cheese,0
fair,action_2,high,100,3,"eat the funnel cake and fried cheese first, then figure out what to do with the corn",1
gala,action_0,low,50,0,Elena asks Todd if she can try his pumpkin spice martini,1
gala,action_0,low,50,1,Todd offers Elena a sip of his drink,1
gala,action_0,low,50,2,They decide to share a drink or split one of the seasonal drinks,1
fair,action_2,high,0,0,Cut the corn and divide it between them,0
fair,action_2,high,0,1,Go to the cutlery station to get utensils to eat the food together,1
fair,action_2,high,0,2,One person eats the corn while the other eats the funnel cake and fried cheese,0
fair,action_2,high,0,3,Decide who gets to eat the entire skewer of corn,0
fair,action_2,high,0,4,"Eat the funnel cake and fried cheese together, but not the corn",1
gala,action_0,low,100,0,Elena asks Todd if she can try his pumpkin spice martini,1
gala,action_0,low,100,1,Todd offers Elena a sip of his drink,1
gala,action_0,low,100,2,They decide to share both of their drinks with each other,1
gala,action_0,low,100,3,Elena decides not to get a drink at all,0
gala,action_0,low,75,0,Elena asks Todd if she can try his pumpkin spice martini,1
gala,action_0,low,75,1,Todd offers Elena a sip of his drink without her asking,1
gala,action_0,low,75,2,They decide to order one of each and share both drinks,1
gala,action_0,low,75,3,Elena decides not to order a drink at all,0
fair,action_2,low,75,0,cut the corn into smaller pieces and divide them between two separate plates,0
fair,action_2,low,75,1,"eat the funnel cake and fried cheese first, then decide on the corn",0
fair,action_2,low,75,2,"put the food on one plate and eat together, taking turns eating different foods",1
fair,action_2,low,75,3,use the cutlery to cut the corn in half and each eat a half,0
fair,action_2,low,75,4,decide who gets to eat the corn and who gets the other food,0
gala,action_0,high,0,0,ask a server for extra straws,0
gala,action_0,high,0,1,drink their martinis without straws,0
gala,action_0,high,0,2,share one straw,1
gala,action_0,high,100,0,Share their drinks and try each other's,1
gala,action_0,high,100,1,Flag down a server to request extra straws,0
gala,action_0,high,100,2,Drink directly from the glass without a straw,0
gala,action_0,high,100,3,Go to the bar to ask for extra straws themselves,0
gala,action_0,high,75,0,Ask a server for extra straws,0
gala,action_0,high,75,1,"Drink from the same straw, taking turns",1
gala,action_0,high,75,2,"Share sips of each other's drinks, without a straw",1
gala,action_0,high,50,0,flag down a server to request extra straws,0
gala,action_0,high,50,1,share one straw between them,1
gala,action_0,high,50,2,drink directly from the glass without a straw,0
gala,action_0,high,50,3,try each other's drinks without using straws,1
gala,action_1,low,50,0,Elena orders her drink and they don't share or try each other's,0
gala,action_1,low,50,1,They ask the bartender to split their drinks into smaller samples for each other to try,1
gala,action_1,low,50,2,Elena tries Todd's drink directly from his glass without using a straw,1
gala,action_1,low,50,3,They decide not to try each other's drinks at all and just drink their own,0
gala,action_1,high,100,0,Elena drinks her apple pie espresso martini and Todd drinks his pumpkin spice martini without trying each other's,0
gala,action_1,high,100,1,They flag down a server to bring extra straws despite the wait,0
gala,action_1,high,100,2,"They drink each other's drinks directly from the rim of the glass, skipping their own",1
gala,action_1,high,100,3,One person drinks from the straw and the other from the rim of the glass,0
gala,action_1,low,75,0,Elena orders her drink and they both drink directly from their own glasses without trying each other's,0
gala,action_1,low,75,1,They ask the bartender for two small sample cups to try each other's drinks,1
gala,action_1,low,75,2,Elena tries Todd's drink by taking a sip from his glass,1
gala,action_1,low,75,3,Todd tries Elena's drink by taking a sip from her glass,1
gala,action_1,low,100,0,Elena and Todd don't get extra straws and drink their own drinks directly,0
gala,action_1,low,100,1,They get one extra straw and take turns using it to try each other's drinks,1
gala,action_1,low,100,2,Elena asks Todd to pour a small amount of his drink into her glass so she can try it,1
gala,action_1,low,100,3,They decide not to try each other's drinks at all,0
gala,action_1,high,50,0,"Elena drinks her apple pie espresso martini directly from the glass and Todd drinks his pumpkin spice martini directly from the glass, without trying each other's drinks",0
gala,action_1,high,50,1,They flag down a server to bring extra straws,0
gala,action_1,high,50,2,One person drinks from the glass and the other uses a finger or other creative method to taste the other's drink,1
gala,action_1,high,50,3,They decide to not try each other's drinks and just enjoy their own,0
gala,action_1,low,0,0,use their own straws to drink their own martinis without trying the other's drink,0
gala,action_1,low,0,1,not use straws at all,0
gala,action_1,low,0,2,ask the bartender for a sample of the other person's drink,0
gala,action_1,low,0,3,"offer to let the other person try their drink, but not try the other's in return",0
gala,action_1,high,0,0,"Elena drinks her martini directly from the rim of the glass, and Todd does the same with his",0
gala,action_1,high,0,1,One person goes to find a server to request extra straws,0
gala,action_1,high,0,2,"They decides to share one straw, taking turns to drink from the same straw",1
gala,action_1,high,0,3,They skip using straws altogether and drink their martinis directly from the glass,0
gala,action_2,low,75,0,use separate straws to try each other's drinks,1
gala,action_2,low,75,1,Elena orders the same drink as Todd,0
gala,action_2,low,75,2,they decide not to try each other's drinks,0
gala,action_2,low,75,3,they ask the bartender for a small sample of each other's drink,1
gala,action_2,low,50,0,use straws from the dispenser to try each other's drinks,1
gala,action_2,low,50,1,decline to try each other's drinks,0
gala,action_2,low,50,2,pour small amounts of each drink into empty glasses to try,1
gala,action_2,low,100,0,use separate straws to try each other's drinks,1
gala,action_2,low,100,1,decide not to try each other's drinks,0
gala,action_2,low,100,2,pour a small amount of each drink into a new glass to share,1
gala,action_2,low,100,3,Elena orders the same drink as Todd to try it,0
gala,action_1,high,75,0,drink their own drinks directly from the rim of the glass without trying each other's,0
gala,action_1,high,75,1,flag down a server to bring extra straws,0
gala,action_1,high,75,2,share one straw to try each other's drinks,1
gala,action_1,high,75,3,not try each other's drinks at all,0
gala,action_2,high,75,0,-flag down a server to request extra straws,0
gala,action_2,high,75,1,use other available objects as makeshift straws,0
gala,action_2,high,75,2,take turns drinking from one glass while the other waits,0
gala,action_2,high,75,3,go to the bar to request straws themselves,0
gala,action_2,low,0,0,use the straws from the dispenser to try each other's drinks,1
gala,action_2,low,0,1,pour a small amount of each drink into a new glass to taste,1
gala,action_2,low,0,2,not try each other's drinks at all,0
gala,action_2,low,0,3,ask the bartender for a sample of the other person's drink,0
gala,action_2,high,0,0,Elena orders a different drink that doesn't require a straw,0
gala,action_2,high,0,1,Todd lends Elena his straw if he has one,0
gala,action_2,high,0,2,They wait for a server to bring straws,0
gala,action_2,high,0,3,They go to the bar to ask for straws,0
gala,action_2,high,100,0,wait for a server to bring straws,0
gala,action_2,high,100,1,go to the bar to ask for straws,0
gala,action_2,high,100,2,drink their own drinks only,0
gala,action_2,high,100,3,share one straw,1
hike,action_0,low,75,0,Tony offers Alvin half of his sandwich,1
hike,action_0,low,75,1,Tony and Alvin trade snacks,1
hike,action_0,low,75,2,Alvin pulls out his own snack and they eat separately,0
hike,action_0,low,75,3,Tony cuts his sandwich in half and they eat together,1
gala,action_2,high,50,0,use their fingers or a napkin to scoop a small amount of the drink into their other's glass for tasting,1
gala,action_2,high,50,1,decide not to try each other's drinks at all,0
gala,action_2,high,50,2,ask a server for extra glasses or a spoon to taste with,1
gala,action_2,high,50,3,one person describes their drink in detail so the other can imagine the taste,0
hike,action_0,low,50,0,Tony offers Alvin half of the sandwich,1
hike,action_0,low,50,1,Tony and Alvin decide to combine their snacks and share everything,1
hike,action_0,low,50,2,Tony suggests they take turns eating their respective snacks,0
hike,action_0,low,50,3,Alvin asks Tony if he can have the sandwich and Tony gives it to him,0
hike,action_0,low,0,0,Tony offers Alvin half of the sandwich,1
hike,action_0,low,0,1,Tony asks Alvin if he wants the whole sandwich,0
hike,action_0,low,0,2,Tony suggests they both bring out their own snacks to eat together,1
hike,action_0,low,0,3,Tony puts the sandwich away without eating it,0
hike,action_0,low,100,0,Tony cuts the sandwich in half to share with Alvin,1
hike,action_0,low,100,1,Alvin offers Tony one of his energy bars instead,0
hike,action_0,low,100,2,Tony offers Alvin his entire sandwich,0
hike,action_0,low,100,3,They decide to combine their snacks and make a shared pile,1
hike,action_0,high,0,0,Tony offers Alvin half of his sandwich,1
hike,action_0,high,0,1,Alvin offers to share his snacks with Tony,1
hike,action_0,high,0,2,Tony asks Alvin if he wants to trade snacks,1
hike,action_0,high,0,3,"Alvin eats his own snacks and Tony eats his sandwich, but they sit together",0
hike,action_1,low,50,0,Tony eats the sandwich by himself,0
hike,action_1,low,50,1,Tony offers the whole sandwich to Alvin,0
hike,action_1,low,50,2,Tony and Alvin share Alvin's snacks and energy bars,1
hike,action_1,low,50,3,They decide not to eat anything yet and continue hiking,0
hike,action_1,low,75,0,Tony eats the whole sandwich by himself,0
hike,action_1,low,75,1,Tony offers Alvin the whole sandwich,0
hike,action_1,low,75,2,Tony and Alvin decide to share Alvin's snacks instead,1
hike,action_1,low,75,3,They take a break without eating anything,0
hike,action_0,high,50,0,Tony offers Alvin half of the sandwich,1
hike,action_0,high,50,1,Tony and Alvin decide to combine their snacks and share everything,1
hike,action_0,high,50,2,Alvin eats his own snacks while Tony eats his sandwich,0
hike,action_0,high,50,3,Tony puts the sandwich away and they both eat Alvin's snacks,1
hike,action_0,high,100,0,Tony offers Alvin half of the sandwich,1
hike,action_0,high,100,1,Tony and Alvin decide to dig through Tony's pack to find the knife and cut the sandwich to share,1
hike,action_0,high,100,2,Alvin offers Tony one of his energy bars instead and they eat their respective snacks,0
hike,action_0,high,100,3,Tony suggests they both skip eating for now and continue hiking,0
hike,action_1,low,0,0,Tony eats the sandwich by himself,0
hike,action_1,low,0,1,Tony offers to trade his sandwich for one of Alvin's snacks,0
hike,action_1,low,0,2,Tony and Alvin decide to combine their snacks and share them equally,1
hike,action_1,low,0,3,Tony suggests they wait until they get back to their car to eat,0
hike,action_1,low,100,0,Tony eats the entire sandwich himself,0
hike,action_1,low,100,1,Tony and Alvin share Alvin's snacks and energy bars,1
hike,action_1,low,100,2,Tony offers Alvin the whole sandwich and Alvin eats it,0
hike,action_1,low,100,3,They decide not to eat anything and continue hiking,0
hike,action_1,high,50,0,Tony eats the whole sandwich himself,0
hike,action_1,high,50,1,Tony and Alvin share Alvin's snacks,1
hike,action_1,high,50,2,"Tony offers Alvin the whole sandwich, then eats none himself",0
hike,action_1,high,50,3,They decide to wait until they get back to their car to eat,0
hike,action_2,low,0,0,Tony eats the sandwich himself,0
hike,action_2,low,0,1,Tony cuts the sandwich in half to share,1
hike,action_2,low,0,2,"Tony offers the sandwich to Alvin, who eats it all",0
hike,action_2,low,0,3,Tony puts the sandwich away without eating or offering it,0
hike,action_1,high,100,0,Tony eats the entire sandwich himself,0
hike,action_1,high,100,1,Tony and Alvin look for a rock or other tool to cut the sandwich,1
hike,action_1,high,100,2,Alvin offers one of his energy bars to Tony and they eat their own snacks,0
hike,action_1,high,100,3,Tony asks Alvin to get the knife from his pack,1
hike,action_0,high,75,0,Tony offers Alvin half of his sandwich,1
hike,action_0,high,75,1,Alvin offers to share his snacks with Tony,1
hike,action_0,high,75,2,Tony searches his pack for the knife to cut the sandwich to share,1
hike,action_0,high,75,3,"Alvin eats his own snacks and Tony eats his sandwich, but they sit together",0
hike,action_2,high,0,0,Tony cuts the sandwich in half to share,1
hike,action_2,high,0,1,Tony eats the sandwich by himself,0
hike,action_2,high,0,2,Alvin offers Tony one of his energy bars instead,0
hike,action_2,high,0,3,They decide not to snack at that moment,0
hike,action_2,low,75,0,Tony cuts the sandwich in half to share,1
hike,action_2,low,75,1,Tony eats the sandwich by himself,0
hike,action_2,low,75,2,Tony offers the whole sandwich to Alvin,0
hike,action_2,low,75,3,They decide to eat their own snacks,0
hike,action_2,high,75,0,Tony cuts the sandwich in half to share with Alvin,1
hike,action_2,high,75,1,Tony eats the sandwich by himself,0
hike,action_2,high,75,2,Tony offers to make Alvin a sandwich from his ingredients,1
hike,action_2,high,75,3,Alvin offers Tony one of his energy bars instead,0
hike,action_1,high,75,0,Tony cuts the whole sandwich and eats it by himself,0
hike,action_1,high,75,1,Tony and Alvin share Alvin's snacks and energy bars,1
hike,action_1,high,75,2,Tony offers Alvin the whole sandwich and Alvin eats it,0
hike,action_1,high,75,3,Tony teares the sandwich in half with his hands and hands one half to Alvin,1
hike,action_2,low,50,0,Tony eats the sandwich by himself,0
hike,action_2,low,50,1,Tony cuts the sandwich in half to share with Alvin,1
hike,action_2,low,50,2,Tony offers Alvin the whole sandwich,0
hike,action_2,low,50,3,They decide to eat their own separate snacks,0
hike,action_1,high,0,0,Tony eats the sandwich by himself,0
hike,action_1,high,0,1,Tony and Alvin look for a rock or other object to cut the sandwich,1
hike,action_1,high,0,2,Alvin offers Tony one of his energy bars instead,0
hike,action_1,high,0,3,Tony asks Alvin if he has a knife to cut the sandwich,1
hike,action_2,high,100,0,Tony cuts the sandwich in half to share,1
hike,action_2,high,100,1,Tony eats the sandwich by himself,0
hike,action_2,high,100,2,Alvin eats his own snacks and Tony eats his sandwich,0
hike,action_2,high,100,3,They decide to wait until they get back to camp to eat,0
hike,action_2,high,50,0,Tony cuts the sandwich in half to share,1
hike,action_2,high,50,1,Tony eats the sandwich alone,0
hike,action_2,high,50,2,Alvin eats his own snacks instead of Tony's sandwich,0
hike,action_2,high,50,3,"Tony offers Alvin a different part of his lunch, like a piece of fruit",1
oysters,action_0,low,50,0,take turns eating each oyster type to compare flavors,1
oysters,action_0,low,50,1,split each oyster in half to share,1
oysters,action_0,low,50,2,"let one person try all the oysters first, then switch",0
oysters,action_0,low,50,3,ask the server to divide the platter in half beforehand,0
oysters,action_0,low,100,0,alternate eating oysters from the same plate,1
oysters,action_0,low,100,1,split each oyster in half to share,1
oysters,action_0,low,100,2,one person eats all the oysters and the other eats something else,0
hike,action_2,low,100,0,Tony eats the sandwich by himself,0
hike,action_2,low,100,1,Tony cuts the sandwich in half to share with Alvin,1
hike,action_2,low,100,2,Alvin eats his own snacks instead of Tony's sandwich,0
hike,action_2,low,100,3,They decide not to eat at that moment and continue hiking,0
oysters,action_0,high,0,0,alternate eating oysters from each other's side of the platter,1
oysters,action_0,high,0,1,dividing each type of oyster in half to share,1
oysters,action_0,high,0,2,asking the server for extra plates to split the oysters,1
oysters,action_0,high,0,3,one person eating all the oysters and the other not eating any,0
oysters,action_0,low,0,0,share oysters by dividing each type between them,1
oysters,action_0,low,0,1,alternately try each type of oyster,1
oysters,action_0,low,0,2,"let one person try all the oysters first, then switch",0
oysters,action_0,low,0,3,ask the server to divide the platter in half beforehand,1
oysters,action_1,low,50,0,take turns eating whole oysters,0
oysters,action_1,low,50,1,order separate oyster platters,0
oysters,action_1,low,50,2,eat directly from the same plate,1
oysters,action_0,high,100,0,"take turns eating oysters from the platter, sharing each type",1
oysters,action_0,high,100,1,divide each type of oyster in half and serve themselves,1
oysters,action_0,high,100,2,Jay eats all the oysters and Will doesn't have any,0
oysters,action_0,high,100,3,Will eats all the oysters and Jay doesn't have any,0
oysters,action_0,high,100,4,they don't eat the oysters at all,0
oysters,action_0,high,50,0,take turns trying each type of oyster from the platter,1
oysters,action_0,high,50,1,ask the server for extra plates and utensils to split each oyster type,1
oysters,action_0,high,50,2,have one person try all the types and describe them to the other,0
oysters,action_0,high,50,3,split the platter in half and then each try all the types on their half,1
oysters,action_0,high,75,0,alternate oysters from the platter,1
oysters,action_0,high,75,1,ask the server for extra plates and forks to split each oyster type,1
oysters,action_0,high,75,2,let one person eat all the oysters and the other eat something else,0
oysters,action_0,high,75,3,skip eating oysters altogether due to the hassle,0
oysters,action_1,low,100,0,take turns eating whole oysters,0
oysters,action_1,low,100,1,eat oysters directly from the shared platter,1
oysters,action_1,low,100,2,"divide the types of oysters between them, each eating all of one type",0
oysters,action_1,low,100,3,ask the server to divide the oysters onto two plates in the kitchen,1
oysters,action_1,low,0,0,take turns eating whole oysters,0
oysters,action_1,low,0,1,eat oysters directly from the platter together,1
oysters,action_1,low,0,2,one person eats all the oysters,0
oysters,action_1,low,0,3,ask the server to divide the oysters onto two plates,1
oysters,action_1,low,75,0,alternate eating oysters,0
oysters,action_1,low,75,1,take turns eating whole oysters,0
