scenario_label,observed_action,motivation,alt_idx,action_text,is_share
gala,action_3,low,1,They pour a small amount of each other's drink into a new glass to taste,1
gala,action_3,low,2,Elena and Todd use separate straws to try each other's drinks,1
gala,action_3,low,3,"One person drinks the other's entire drink, leaving their own untouched",0
gala,action_3,low,4,"They swap drinks entirely, with Elena drinking Todd's and Todd drinking Elena's",0
gala,action_3,low,5,"Elena and Todd dip a utensil, like a spoon, into each other's drinks to taste",1
gala,action_3,low,6,"They decide to order one of each drink to share, splitting both drinks between them",1
gala,action_3,low,7,Elena and Todd use cups or glasses to scoop a small amount from each other's drink for tasting,1
gala,action_3,high,0,Elena and Todd each drink only their own martini,0
gala,action_3,high,1,They pour a small amount of each other's drink into their own glasses to try,1
gala,action_3,high,2,"Elena gives her drink to Todd and he drinks the whole thing, then Todd gives his drink to Elena",0
gala,action_3,high,3,"They use separate glasses to split each drink in half, then swap halves to try the other's drink",1
gala,action_3,high,4,Elena and Todd decide not to try each other's drinks at all,0
gala,action_3,high,5,"They use a straw to take a sip from each other's glass, without touching the rim",1
gala,action_3,high,6,Todd pours some of his drink into Elena's glass and she drinks from her own glass,1
gala,action_3,high,7,Elena and Todd refuse to drink each other's drinks and order new ones to share,1
hike,action_0,low,0,Tony cuts the sandwich in half and they both eat their own half,1
hike,action_0,low,1,Alvin accepts the offer and takes a bite from the same part of the sandwich as Tony,1
hike,action_0,low,2,Tony and Alvin tear the sandwich into smaller pieces and take turns eating from the same pieces,1
hike,action_0,low,3,Alvin gives Tony one of his energy bars in exchange for eating the entire sandwich himself,0
hike,action_0,low,4,Tony offers Alvin a small bite and then finishes the rest of the sandwich himself,1
hike,action_0,low,5,They decide to save the sandwich for later and eat Alvin's snacks instead,0
hike,action_0,low,6,Tony eats half the sandwich and then gives the other half to Alvin to eat,1
hike,action_0,low,7,Alvin suggests they both eat their own food and not share,0
hike,action_0,low,8,Tony and Alvin use separate utensils to eat the sandwich,1
hike,action_0,low,9,They throw the sandwich away and continue hiking without eating,0
hike,action_0,high,0,Tony cuts the sandwich in half and they each eat a half,1
hike,action_0,high,1,Tony offers Alvin the whole sandwich and Alvin eats it,0
hike,action_0,high,2,Alvin takes a bite of the sandwich and then Tony takes a bite from the same part,1
hike,action_0,high,3,Tony and Alvin tear the sandwich into smaller pieces and eat from the same pile,1
hike,action_0,high,4,"Alvin declines at first, but then changes his mind and they take turns biting from the same sandwich",1
hike,action_0,high,5,Tony breaks the sandwich into quarters and they each eat two quarters,1
hike,action_0,high,6,Alvin takes the sandwich and cuts it into smaller portions for them to share,1
hike,action_0,high,7,Tony eats half the sandwich and then offers the remaining half to Alvin,1
hike,action_0,high,8,They decide not to eat the sandwich and instead look for other food sources,0
hike,action_0,high,9,Tony puts the sandwich away and they continue hiking without eating,0
hike,action_1,low,0,"Tony eats the sandwich with Alvin watching, not offering any",0
hike,action_1,low,1,"Tony offers the whole sandwich to Alvin, who eats it alone",0
hike,action_1,low,2,"Tony and Alvin eat their own respective snacks, not sharing",0
hike,action_1,low,3,Tony tears the sandwich in half and they both eat from their respective halves,1
hike,action_1,low,4,"Tony hands the whole sandwich to Alvin, who cuts it in half to eat, then offers some back to Tony",1
hike,action_1,low,5,Tony and Alvin take alternating bites from the same half of the sandwich,1
hike,action_1,low,6,"Tony cuts the sandwich into quarters and they both eat from the same quarter, taking turns",1
hike,action_1,low,7,"Alvin declines the offer, but Tony still eats the sandwich",0
hike,action_1,low,8,They decide to save the sandwich for later and eat their other snacks instead,0
hike,action_1,low,9,"Tony and Alvin both bite into the same whole sandwich, from opposite sides",1
hike,action_1,high,0,Tony eats the whole sandwich by himself,0
hike,action_1,high,1,Tony gives the whole sandwich to Alvin,0
hike,action_1,high,2,They decide not to eat the sandwich and continue hiking,0
hike,action_1,high,3,Tony tears the sandwich in half with his hands and gives one half to Alvin,1
hike,action_1,high,4,Tony and Alvin take turns biting from the same half of the sandwich,1
hike,action_1,high,5,Tony cuts the sandwich into quarters and they each eat two quarters,1
hike,action_1,high,6,Alvin takes a bite of the sandwich and then hands it back to Tony,1
hike,action_1,high,7,Tony and Alvin use their fingers to break off pieces from the same sandwich,1
hike,action_1,high,8,"Tony offers Alvin a bite of the sandwich, but then takes it back to finish himself",1
hike,action_2,low,0,Tony eats the entire sandwich by himself,0
hike,action_2,low,1,Alvin declines the offer and eats his own snacks instead,0
hike,action_2,low,2,Tony and Alvin cut the sandwich into smaller portions to share,1
hike,action_2,low,3,They decide not to eat the sandwich and save it for later,0
hike,action_2,low,4,Tony hands the whole sandwich to Alvin to eat,0
hike,action_2,low,5,Tony and Alvin take turns biting from the same part of the sandwich,1
hike,action_2,low,6,Tony cuts the sandwich in half and they eat their halves separately,1
hike,action_2,low,7,They use separate utensils to pick at the sandwich,1
hike,action_2,low,8,Alvin takes a bite of the sandwich and then hands it back to Tony,1
hike,action_2,low,9,Tony and Alvin tear the sandwich into pieces and eat from a shared pile,1
hike,action_2,high,0,Tony eats the whole sandwich by himself,0
hike,action_2,high,1,Alvin eats the whole sandwich by himself,0
hike,action_2,high,2,Tony and Alvin cut the sandwich into smaller pieces and take turns eating from the same piece,1
hike,action_2,high,3,Tony and Alvin tear the sandwich in half and eat from their respective halves at the same time,1
hike,action_2,high,4,"Tony offers Alvin a bite, then Alvin hands it back to Tony to finish",1
hike,action_2,high,5,They decide not to eat the sandwich and save it for later,0
hike,action_2,high,6,Tony cuts the sandwich into quarters and they each eat two quarters,1
hike,action_2,high,7,"Alvin takes a bite of the sandwich, then hands the remainder back to Tony",1
hike,action_2,high,8,"Tony hands the whole sandwich to Alvin, who eats it all",0
hike,action_3,low,0,Tony eats the sandwich by himself,0
hike,action_3,low,1,Tony gives the entire sandwich to Alvin,0
hike,action_3,low,2,Tony and Alvin decide not to eat the sandwich,0
hike,action_3,low,3,Tony cuts the sandwich in half and they each eat their own half,1
hike,action_3,low,4,Tony and Alvin tear the sandwich into smaller pieces and eat from a shared pile,1
hike,action_3,low,5,"Alvin declines the offer and Tony eats the sandwich alone, but they share Alvin's snacks",1
hike,action_3,low,6,Tony and Alvin use separate utensils to take bites from the same sandwich,1
hike,action_3,low,7,Tony breaks the sandwich into quarters and they take turns picking up a quarter to eat,1
hike,action_3,low,8,Alvin takes one bite from the sandwich and then they throw the rest away,1
hike,action_3,high,0,Tony eats the sandwich alone,0
hike,action_3,high,1,Tony gives the entire sandwich to Alvin,0
hike,action_3,high,2,They decide not to eat the sandwich and save it for later,0
hike,action_3,high,3,Tony cuts the sandwich in half and they each eat their own half,1
hike,action_3,high,4,They tear the sandwich into smaller pieces and eat from a shared pile,1
hike,action_3,high,5,Tony and Alvin use separate utensils to eat from the same sandwich,1
hike,action_3,high,6,"Alvin takes a few bites, then Tony finishes the rest of the sandwich",1
hike,action_3,high,7,They double dip their fingers into the peanut butter and jelly,1
hike,action_3,high,8,Tony and Alvin take turns biting from the same part of the sandwich without passing it,1
oysters,action_0,low,0,"take turns eating oysters from the same platter, passing it back and forth",1
oysters,action_0,low,1,cut each oyster in half and share the halves,1
oysters,action_0,low,2,"Will eats all the oysters, Jay doesn't have any",0
oysters,action_0,low,3,"Jay eats all the oysters, Will doesn't have any",0
oysters,action_0,low,4,double dip their forks into the same oyster,1
oysters,action_0,low,5,"use the same utensil to eat the oysters, taking turns",1
oysters,action_0,low,6,"divide the platter into two portions, but then trade some oysters",1
oysters,action_0,low,7,eat oysters from the same type of oyster on the platter at the same time,1
oysters,action_0,low,8,"neither of them eat the oysters, they just leave the platter",0
oysters,action_0,low,9,one person picks an oyster and hands it to the other to eat,1
oysters,action_0,high,0,they take turns eating the same oyster,1
oysters,action_0,high,1,one person eats all the oysters and describes them to the other,0
oysters,action_0,high,2,they cut each oyster in half and split them,1
oysters,action_0,high,3,they double dip their forks into the same oyster,1
oysters,action_0,high,4,one person gives their entire selection to the other,0
oysters,action_0,high,5,they use separate utensils to eat from a communal oyster pile,1
oysters,action_0,high,6,they decide not to eat the oysters at all,0
oysters,action_0,high,7,they take small portions from each other's plates using their own utensils,1
oysters,action_0,high,8,"they eat from opposite sides of the same oyster, meeting in the middle",1
oysters,action_1,low,0,Each person orders their own oyster platter and eats alone,0
oysters,action_1,low,1,One person eats all the oysters and the other person doesn't eat any,0
oysters,action_1,low,2,"They take turns eating a whole oyster each, without dividing or sharing",0
oysters,action_1,low,3,"They use a single fork to pick up and eat oyster halves from the platter, taking turns",1
oysters,action_1,low,4,"They double dip their forks into the same oyster, taking turns",1
oysters,action_1,low,5,One person picks up an oyster with their fingers and hands it to the other person to eat,1
oysters,action_1,low,6,They pour all the oyster brine into a single glass and take turns drinking from it,1
oysters,action_1,low,7,"They eat oysters from the same side of the platter, but use separate forks and plates",1
oysters,action_1,low,8,"They put all the oysters on one plate and take bites from the same oyster, one after the other",1
oysters,action_1,low,9,They decide not to eat the oysters at all and leave the platter untouched,0
oysters,action_1,high,0,"They each eat a whole oyster from the platter, without dividing or sharing",0
oysters,action_1,high,1,"One person eats all the oysters, the other doesn't have any",0
oysters,action_1,high,2,They take turns eating whole oysters from the platter,1
oysters,action_1,high,3,They use separate forks to pick up and eat different whole oysters,1
oysters,action_1,high,4,They use the same fork to pick up and eat different whole oysters,1
oysters,action_1,high,5,They pour all the oyster brine into a single glass and take turns drinking from it,1
oysters,action_1,high,6,They order a separate oyster platter for each person,0
oysters,action_1,high,7,"They don't eat the oysters at all, and leave the platter untouched",0
oysters,action_1,high,8,One person cuts all the oysters in half and gives half to the other person,1
oysters,action_1,high,9,"They both bite into the same oyster, one after the other",1
oysters,action_2,low,0,Will eats all the oysters and Jay eats nothing,0
oysters,action_2,low,1,They take turns eating oysters from the same shell,1
oysters,action_2,low,2,Jay and Will cut the oysters into smaller pieces and create separate portions for each other,1
oysters,action_2,low,3,"Neither of them eats the oysters, they just look at the platter",0
oysters,action_2,low,4,Will and Jay use separate utensils to eat the oysters from a shared plate,1
oysters,action_2,low,5,They decide to double dip their utensils into a communal sauce for the oysters,1
oysters,action_2,low,6,One person eats an oyster and then hands the shell to the other person to drink the brine and eat any remaining oyster,1
oysters,action_2,low,7,Jay and Will order separate oyster platters for themselves,0
oysters,action_2,low,8,"They pass a single oyster shell back and forth, taking bites from the same oyster",1
oysters,action_2,high,0,Will and Jay each get their own oyster platter,0
oysters,action_2,high,1,"They take turns eating oysters from the same platter, one at a time",1
oysters,action_2,high,2,One person eats all the oysters and describes the flavors to the other,0
oysters,action_2,high,3,They divide each oyster in half and share the halves,1
oysters,action_2,high,4,Will and Jay use separate forks to pick up oyster meat from a shared platter,1
oysters,action_2,high,5,They pour all the oyster brine into a glass and take turns drinking from it,1
oysters,action_2,high,6,One person eats an oyster and then hands the shell to the other to drink the brine,1
oysters,action_2,high,7,They do not eat the oysters at all and leave the platter untouched,0
oysters,action_2,high,8,Will and Jay double dip their forks into the same oyster,1
oysters,action_2,high,9,One person gives their entire share of oysters to the other,0
oysters,action_3,low,0,"Will eats all the oysters, Jay eats none",0
oysters,action_3,low,1,"Jay eats all the oysters, Will eats none",0
oysters,action_3,low,2,"They divide the oyster platter into two portions, each eating their own set of oysters",1
oysters,action_3,low,3,"They take turns eating whole oysters, one person eating one oyster then the other eating the next",1
oysters,action_3,low,4,Will and Jay use separate forks to pick up and eat the oysters from the shell,1
oysters,action_3,low,5,"They double dip their forks into the same oyster, then eat from their own forks",1
oysters,action_3,low,6,"One person sucks the brine from the shell, the other eats the oyster",1
oysters,action_3,low,7,"They pass the oyster shell back and forth, each taking a sip of the brine then passing it back",1
oysters,action_3,high,0,Each person orders their own oyster platter,0
oysters,action_3,high,1,"Will eats one oyster and Jay eats another, then they switch",0
oysters,action_3,high,2,They use a single fork to pick up and eat separate oysters,1
oysters,action_3,high,3,Will and Jay take turns eating whole oysters from the platter,1
oysters,action_3,high,4,They divide the oysters into two piles and each person eats from their own pile,1
oysters,action_3,high,5,One person eats all the oysters and describes them to the other,0
oysters,action_3,high,6,They cut each oyster into smaller pieces and serve themselves,1
oysters,action_3,high,7,Will and Jay double dip their bread into the brine,1
oysters,action_3,high,8,They pour the brine into a separate bowl and take turns drinking from it,1
oysters,action_3,high,9,"Neither of them eats the oysters, they just look at them and leave",0
social,action_0,low,0,Sonia takes the ice cream cone and eats it alone,0
social,action_0,low,1,Alan takes the ice cream cone and eats it alone,0
social,action_0,low,2,They cut the ice cream cone in half and eat their respective halves,1
social,action_0,low,3,Sonia takes a lick of the ice cream cone and then hands it to Alan to finish,1
social,action_0,low,4,Alan takes a lick of the ice cream cone and then hands it to Sonia to finish,1
social,action_0,low,5,They take turns licking the ice cream cone without cutting it,1
social,action_0,low,6,"Sonia gives the ice cream cone to Alan, and he eats it while she eats a cookie",0
social,action_0,low,7,"Alan gives the ice cream cone to Sonia, and she eats it while he eats a cookie",0
social,action_0,high,0,Sonia takes the ice cream cone and eats it alone,0
social,action_0,high,1,Alan takes the ice cream cone and eats it alone,0
social,action_0,high,2,They cut the ice cream cone in half and each eat a half,1
social,action_0,high,3,Sonia takes a lick of the ice cream cone and then Alan finishes it,1
social,action_0,high,4,Alan takes a lick of the ice cream cone and then Sonia finishes it,1
social,action_0,high,5,They take turns licking the ice cream cone,1
social,action_0,high,6,Sonia bites the top of the ice cream cone and Alan eats the rest,1
social,action_0,high,7,Alan bites the top of the ice cream cone and Sonia eats the rest,1
social,action_0,high,8,They both bite from the same part of the ice cream cone at the same time,1
social,action_1,low,0,Sonia eats the ice cream cone alone,0
social,action_1,low,1,Alan eats the ice cream cone alone,0
social,action_1,low,2,They decide not to eat the ice cream cone and have cookies instead,0
social,action_1,low,3,They throw the ice cream cone away and eat cookies,0
social,action_1,low,4,Sonia and Alan cut the ice cream cone in half and each eat a half,1
social,action_1,low,5,They take turns licking the ice cream cone,1
social,action_1,low,6,Sonia and Alan use one spoon to take turns eating the ice cream,1
social,action_1,low,7,"They break the ice cream cone into smaller pieces and eat it together, piece by piece",1
social,action_1,low,8,One of them scoops the ice cream out of the cone and into two separate bowls,1
social,action_1,low,9,They double dip a cookie into the ice cream and take turns eating it,1
social,action_1,high,0,Sonia eats the ice cream cone alone,0
social,action_1,high,1,Alan eats the ice cream cone alone,0
social,action_1,high,2,They decide to forgo the ice cream and eat cookies instead,0
social,action_1,high,3,They cut the ice cream cone in half vertically and each eat a half,1
social,action_1,high,4,"One person scoops the ice cream out of the cone and hands the empty cone to the other, who does not eat any ice cream",0
social,action_1,high,5,Sonia scoops out half the ice cream and hands the cone with the remaining ice cream to Alan,1
social,action_1,high,6,They take turns licking the ice cream cone,1
social,action_1,high,7,They use one spoon and take turns eating the ice cream from the cone,1
social,action_1,high,8,They throw the ice cream cone away and neither eats it,0
social,action_2,low,0,Sonia eats the entire ice cream cone by herself,0
social,action_2,low,1,Alan eats the entire ice cream cone by himself,0
social,action_2,low,2,They decide not to eat the ice cream cone and have cookies instead,0
social,action_2,low,3,Sonia and Alan cut the ice cream cone in half and eat their halves simultaneously,1
social,action_2,low,4,They throw the ice cream cone away and move on to other desserts,0
social,action_2,low,5,"Sonia gives the entire ice cream cone to Alan, but he doesn't want it so he gives it back to her",0
social,action_2,low,6,Sonia and Alan take turns double dipping into the ice cream cone,1
social,action_2,low,7,They break the ice cream cone into smaller pieces and eat from the same piece together,1
social,action_2,low,8,One of them buys or finds another ice cream cone from somewhere else so they can both have one,0
social,action_2,high,0,Sonia eats the ice cream cone alone,0
social,action_2,high,1,Alan eats the ice cream cone alone,0
social,action_2,high,2,They decide to skip the ice cream and eat cookies instead,0
social,action_2,high,3,"Sonia and Alan take turns double dipping into a new, identical ice cream cone they find or purchase",1
social,action_2,high,4,They cut the ice cream cone in half vertically and eat from their respective halves,1
social,action_2,high,5,"Sonia licks the ice cream and then hands the cone to Alan, who licks the same area",1
social,action_2,high,6,"They put the ice cream cone in the trash, not wanting to share",0
social,action_2,high,7,"One of them gives the other the entire ice cream cone, and the giver eats a cookie",0
social,action_2,high,8,They bite from opposite sides of the ice cream cone at the same time,1
social,action_3,low,0,Sonia eats the ice cream cone alone,0
social,action_3,low,1,Alan eats the ice cream cone alone,0
social,action_3,low,2,They throw the ice cream cone away and get cookies instead,0
social,action_3,low,3,Sonia and Alan each get a cookie to eat,0
social,action_3,low,4,They cut the ice cream cone in half and eat their respective halves,1
social,action_3,low,5,Sonia eats the top part of the ice cream and Alan eats the cone and remaining ice cream,1
social,action_3,low,6,They use a knife to scoop ice cream into two separate bowls and eat from their own bowls,1
social,action_3,low,7,One person licks the ice cream and the other bites into the cone,1
social,action_3,low,8,"They take turns biting into the cone, but not licking the same part of the ice cream",1
social,action_3,high,0,Sonia eats the ice cream cone alone,0
social,action_3,high,1,Alan eats the ice cream cone alone,0
social,action_3,high,2,They cut the cone in half and each eat a half,1
social,action_3,high,3,They decide to skip the ice cream and eat cookies instead,0
social,action_3,high,4,Sonia eats the top half of the ice cream and Alan eats the bottom half of the cone,1
social,action_3,high,5,"They take turns biting into different parts of the cone, without licking the same areas",1
social,action_3,high,6,One of them buys or finds another ice cream cone from somewhere else,0
social,action_3,high,7,They both eat cookies and neither eats the ice cream cone,0
social,action_3,high,8,They flip a coin to see who gets the ice cream cone,0
soup,action_0,low,0,Christina gives her soup to Tanya,0
soup,action_0,low,1,They exchange soups,1
soup,action_0,low,2,Christina and Tanya pour some of each other's soup into their own bowls,1
soup,action_0,low,3,They use the same spoon to taste each other's soups,1
soup,action_0,low,4,Tanya takes a sip directly from Christina's bowl,1
soup,action_0,low,5,Christina and Tanya decide not to eat their soups,0
soup,action_0,low,6,They ask the waiter to mix the two soups together in a new bowl and share it,1
soup,action_0,low,7,Christina takes a spoonful of Tanya's soup and then hands the spoon back to Tanya to use,1
soup,action_0,low,8,Tanya refuses to eat and gives her soup to Christina,0
soup,action_0,high,0,"Christina gives her chicken noodle soup to Tanya, and Tanya gives her lentil soup to Christina",0
soup,action_0,high,1,They decide not to eat their soups,0
soup,action_0,high,2,Christina and Tanya take turns tasting each other's soups using the same spoon,1
soup,action_0,high,3,They ask the waiter to mix the two soups together and share the combined soup,1
soup,action_0,high,4,"Christina and Tanya eat their own soups, but then switch bowls and finish each other's",1
soup,action_0,high,5,Tanya tries Christina's chicken noodle soup by dipping her bread into Christina's bowl,1
soup,action_0,high,6,Christina and Tanya order an extra serving of each soup to share alongside their own,1
soup,action_0,high,7,They use separate spoons to take small portions from each other's bowls,1
soup,action_0,high,8,"Christina and Tanya pour half of each of their soups into a new, shared bowl, and eat from that",1
soup,action_1,low,0,Christina and Tanya decide not to share and eat their own soups,0
soup,action_1,low,1,Christina gives her entire bowl of chicken noodle soup to Tanya,0
soup,action_1,low,2,"They order a third soup to share, in addition to their own",1
soup,action_1,low,3,Christina and Tanya use the same spoon to taste each other's soups,1
soup,action_1,low,4,Tanya scoops some of Christina's chicken noodle soup directly into her own bowl,1
soup,action_1,low,5,They ask the waiter to mix the two soups together in a new bowl for sharing,1
soup,action_1,low,6,Christina and Tanya take turns drinking directly from each other's bowls,1
soup,action_1,low,7,"Neither of them eats the soup, and they leave the restaurant",0
soup,action_1,low,8,"Christina eats Tanya's lentil soup and Tanya eats Christina's chicken noodle soup, without sharing",0
soup,action_1,low,9,"They cut a small portion of bread, dip it in one of the soups, and then the other person eats the dipped bread",1
soup,action_1,high,0,Christina and Tanya decide not to share and stick to their own soups,0
soup,action_1,high,1,Christina gives her entire bowl of chicken noodle soup to Tanya,0
soup,action_1,high,2,Tanya and Christina take turns tasting from each other's original bowls,1
soup,action_1,high,3,"They order a third soup to share, in addition to their own",1
soup,action_1,high,4,Christina and Tanya use the same spoon to taste each other's soups,1
soup,action_1,high,5,Tanya eats her lentil soup and then eats Christina's chicken noodle soup,0
soup,action_1,high,6,They pour all the soup into a large bowl and eat from it together,1
soup,action_1,high,7,Christina and Tanya cut a small portion from each of their soups and combine them into a new bowl to share,1
soup,action_1,high,8,"Neither Christina nor Tanya eats the other's soup, and they finish their own",0
soup,action_2,low,0,"Christina and Tanya don't share soups, eat their own",0
soup,action_2,low,1,"Christina gives her whole soup to Tanya, Tanya eats it alone",0
soup,action_2,low,2,"Tanya gives her whole soup to Christina, Christina eats it alone",0
soup,action_2,low,3,They ask the waiter to split each soup into two portions,1
soup,action_2,low,4,Christina and Tanya use the same spoon to eat from each other's bowls,1
soup,action_2,low,5,They double dip bread into each other's soups,1
soup,action_2,low,6,Christina and Tanya take turns eating directly from each other's bowls,1
soup,action_2,low,7,They decide not to eat the soups at all and order something else,0
soup,action_2,low,8,Christina and Tanya eat their own soups and then order a third soup to share,1
soup,action_2,high,0,Christina and Tanya decide not to share and finish their own soups,0
soup,action_2,high,1,"Christina gives her entire bowl of soup to Tanya, and Tanya eats it all",0
soup,action_2,high,2,"Tanya gives her entire bowl of soup to Christina, and Christina eats it all",0
soup,action_2,high,3,"They ask the waiter to split each of their soups into two smaller portions, and they each eat a portion of each type of soup",1
soup,action_2,high,4,Christina and Tanya use the same spoon to take turns eating from each other's bowls,1
soup,action_2,high,5,"Christina and Tanya eat directly from each other's bowls, without using an extra bowl or utensils",1
soup,action_2,high,6,They leave their soups untouched and order something else to share,1
soup,action_2,high,7,Christina and Tanya dip their bread into each other's soups,1
soup,action_2,high,8,"Christina and Tanya use separate spoons to eat from a single, combined bowl of both soups",1
soup,action_3,low,0,Christina and Tanya do not try each other's soup and eat only from their own bowls,0
soup,action_3,low,1,"One person gives their entire bowl to the other, who eats the whole thing",0
soup,action_3,low,2,"They ask the waiter to split each soup into two smaller portions, and then they eat from their own separate portions",1
soup,action_3,low,3,"Christina and Tanya use a single spoon to take turns eating from one bowl, then the other",1
soup,action_3,low,4,They decide not to eat the soup at all and order something else instead,0
soup,action_3,low,5,Christina and Tanya pour some of each other's soup into their own bowls and eat from their own bowls,1
soup,action_3,low,6,"One person eats a small amount from the other's bowl using their own spoon, then hands the bowl back",1
soup,action_3,low,7,"They use separate spoons to scoop out portions of each soup into a third, shared bowl, and eat from that",1
soup,action_3,low,8,Christina and Tanya take turns biting from the same bread or crouton dipped into the soups,1
soup,action_3,high,0,Christina and Tanya do not try each other's soup,0
soup,action_3,high,1,One person gives their entire bowl to the other,0
soup,action_3,high,2,They ask the waiter to split each soup into two smaller portions,1
soup,action_3,high,3,"Christina and Tanya use a single spoon to take turns eating from one bowl, then the other",1
soup,action_3,high,4,"They pour some of each soup into a new, empty bowl to create a mixture",1
soup,action_3,high,5,Christina and Tanya take turns eating a single spoonful from each other's bowl,1
soup,action_3,high,6,"One person eats their own soup, then is given the other's unfinished bowl to finish",1
soup,action_3,high,7,They request the restaurant to provide a tasting portion of each soup for the other person,1
soup,action_3,high,8,Christina and Tanya decide to order an additional bowl of each soup to share,1
soup,action_3,high,9,They use separate spoons to scoop some of each other's soup into their own bowls,1
wedding,action_0,low,0,Maxwell and Ralph swap dishes,0
wedding,action_0,low,1,"Maxwell gives his risotto to Ralph, who eats it all",0
wedding,action_0,low,2,"Ralph gives his salmon to Maxwell, who eats it all",0
wedding,action_0,low,3,They throw both dishes away,0
wedding,action_0,low,4,Maxwell and Ralph cut their meals in half and exchange halves,1
wedding,action_0,low,5,Maxwell and Ralph take turns eating from each other's plates,1
wedding,action_0,low,6,"They order one of each dish to share, splitting both meals in half",1
wedding,action_0,low,7,"Maxwell tries a bite of Ralph's salmon, but Ralph doesn't try the risotto",1
wedding,action_0,low,8,"Ralph tries a bite of Maxwell's risotto, but Maxwell doesn't try the salmon",1
wedding,action_0,low,9,Maxwell and Ralph use the same utensils to eat from both plates,1
wedding,action_0,high,0,Maxwell and Ralph exchange dishes,0
wedding,action_0,high,1,"Maxwell gives his risotto to Ralph, who eats it all",0
wedding,action_0,high,2,"Ralph gives his salmon to Maxwell, who eats it all",0
wedding,action_0,high,3,They throw away both dishes,0
wedding,action_0,high,4,"Neither Maxwell nor Ralph eat, they just look at the food",0
wedding,action_0,high,5,Maxwell and Ralph cut their dishes in half and swap halves,1
wedding,action_0,high,6,Maxwell and Ralph use the same utensils to take turns eating from each dish,1
wedding,action_0,high,7,"Maxwell takes a bite of Ralph's salmon, then Ralph takes a bite of Maxwell's risotto",1
wedding,action_0,high,8,"They order a third dish to share, in addition to their own",1
wedding,action_0,high,9,"Maxwell and Ralph eat from each other's plates, double dipping into the same sauces",1
wedding,action_1,low,0,Maxwell and Ralph eat their own dishes without offering any to each other,0
wedding,action_1,low,1,"Maxwell gives his entire dish to Ralph, and Ralph eats the whole thing",0
wedding,action_1,low,2,They cut their meals in half and swap halves to try each other's dish,1
wedding,action_1,low,3,Maxwell and Ralph take turns biting from the same piece of food from one of the dishes,1
wedding,action_1,low,4,Ralph tries a small bite of Maxwell's dish using Maxwell's utensils,1
wedding,action_1,low,5,They order an extra plate of each dish so they can both have a full portion of each,1
wedding,action_1,low,6,Maxwell and Ralph decide not to eat their main courses and leave the table,0
wedding,action_1,low,7,Maxwell and Ralph use the same utensils to take bites from each other's plates,1
wedding,action_1,low,8,One of them finishes their meal and then eats the other's leftovers,1
wedding,action_1,low,9,"They-pack their leftovers to take home and eat later, rather than sharing",0
wedding,action_1,high,0,"Maxwell gives his entire dish to Ralph, and only Ralph eats",0
wedding,action_1,high,1,"Ralph gives his entire dish to Maxwell, and only Maxwell eats",0
wedding,action_1,high,2,They decide not to eat either dish,0
wedding,action_1,high,3,Maxwell and Ralph take turns biting from the same piece of salmon,1
wedding,action_1,high,4,They cut their dishes into smaller portions and create a mix of both on a new plate to share,1
wedding,action_1,high,5,Maxwell and Ralph use the same utensils to pick up food from each other's plates,1
wedding,action_1,high,6,"One person eats their dish, and the other eats none",0
wedding,action_1,high,7,They ask the waiter to combine the two dishes into one new dish to share,1
wedding,action_1,high,8,Maxwell and Ralph double dip chips or bread into each other's sauces,1
wedding,action_1,high,9,"Neither of them touches the other's food, and they eat their own dishes separately",0
wedding,action_2,low,0,Maxwell and Ralph decide not to eat their main courses,0
wedding,action_2,low,1,Maxwell eats his mushroom risotto alone and Ralph eats his coconut curry salmon alone,0
wedding,action_2,low,2,Maxwell gives his entire dish to Ralph and doesn't eat,0
wedding,action_2,low,3,Ralph gives his entire dish to Maxwell and doesn't eat,0
wedding,action_2,low,4,They ask the waiter to mix the two dishes together into a new single dish and then share it,1
wedding,action_2,low,5,Maxwell and Ralph take turns biting from the same piece of food from each other's plates,1
wedding,action_2,low,6,They use a single utensil to take bites from each other's plates,1
wedding,action_2,low,7,Maxwell and Ralph order an extra plate and serve themselves small portions from each other's dishes onto the extra plate,1
wedding,action_2,low,8,One person cuts their food into small pieces and the other person picks some up with their fork,1
wedding,action_2,low,9,They double dip chips or bread into each other's sauces,1
wedding,action_2,high,0,Maxwell and Ralph decide not to share and eat their own dishes,0
wedding,action_2,high,1,"Maxwell gives his entire dish to Ralph, and Ralph eats the whole thing",0
wedding,action_2,high,2,"Ralph gives his entire dish to Maxwell, and Maxwell eats the whole thing",0
wedding,action_2,high,3,They throw away both dishes and don't eat anything,0
wedding,action_2,high,4,"Maxwell and Ralph take turns eating from the same plate, using the same utensil",1
wedding,action_2,high,5,They cut their food into bite-sized pieces and feed each other,1
wedding,action_2,high,6,"Maxwell and Ralph order an extra plate of each dish, so they each have both",0
wedding,action_2,high,7,"One person eats a few bites of the other's dish, then hands it back",1
wedding,action_2,high,8,"They use a serving spoon to transfer food from one plate to the other, but don't switch plates",1
wedding,action_2,high,9,Maxwell and Ralph eat from each other's plates without using utensils,1
wedding,action_3,low,0,Maxwell and Ralph decide not to eat their main courses,0
wedding,action_3,low,1,"Maxwell eats the entire risotto by himself and Ralph eats the entire salmon by himself, without sharing",0
wedding,action_3,low,2,They cut their dishes in half and swap halves to try each other's food,1
wedding,action_3,low,3,Maxwell gives his entire risotto to Ralph and Ralph gives his entire salmon to Maxwell,0
