scenario_label,observed_action,relationship_condition,alt_idx,action_text,is_share
drinks,action_3,0,8,Ria takes a photo of the drink to remember the recipe for later,0
drinks,action_3,50,0,Ria declines to try the drink,0
drinks,action_3,50,1,Noah offers Ria a separate cup of the same cocktail,1
drinks,action_3,50,2,Ria asks Noah to pour some of the drink into a separate cup for her,1
drinks,action_3,50,3,"Noah hands Ria the entire cup, letting her have it to herself",0
drinks,action_3,50,4,Ria and Noah go to the bar together to make another one,1
drinks,action_3,50,5,"Ria asks Noah to describe the recipe in detail, but doesn't try it",0
drinks,action_3,50,6,Noah and Ria take turns sipping from separate spots on the rim of the same cup,1
drinks,action_3,50,7,"Ria dips a separate utensil, like a spoon, into the drink to taste it",1
drinks,action_3,50,8,"Noah refuses to let Ria try the drink, saying it's his alone",0
drinks,action_3,75,0,Ria declines to try the drink,0
drinks,action_3,75,1,Noah pours some of the drink into a new cup for Ria,1
drinks,action_3,75,2,Ria asks Noah to describe the recipe in detail,0
drinks,action_3,75,3,Noah hands Ria the cup but she drinks from a different spot,1
drinks,action_3,75,4,Ria goes to the bar to make her own version of the cocktail,0
drinks,action_3,75,5,Noah and Ria decide to make a new batch of the cocktail together,1
drinks,action_3,75,6,Ria asks to smell the drink but doesn't taste it,0
drinks,action_3,75,7,Noah offers to buy Ria a different drink from the bar,0
drinks,action_3,75,8,"Ria takes a sip from the cup, then hands it back to Noah and they take turns drinking",1
drinks,action_3,100,0,Ria declines to try the drink,0
drinks,action_3,100,1,Noah pours some of the drink into a new cup for Ria,1
drinks,action_3,100,2,Ria asks Noah to describe the recipe in detail but doesn't try it,0
drinks,action_3,100,3,Noah offers Ria a sip from a different part of the rim,1
drinks,action_3,100,4,Ria goes to the bar to make herself the same drink,0
drinks,action_3,100,5,Noah and Ria decide to make a new batch of the cocktail together,1
drinks,action_3,100,6,Ria asks someone else at the party if they've tried the drink,0
drinks,action_3,100,7,"Noah hands Ria the cup but she doesn't drink from it, just smells or examines it",1
drinks,action_3,100,8,Noah tells Ria the ingredients but says she has to wait until he gets her her own drink,0
driving,action_0,0,0,Sonia drinks the coffee while Danielle drives,0
driving,action_0,0,1,They leave the coffee and continue driving without it,0
driving,action_0,0,2,They take turns sipping the coffee,1
driving,action_0,0,3,Danielle pours the coffee into two separate containers to share,1
driving,action_0,0,4,They stop at another gas station to buy another coffee,0
driving,action_0,0,5,Sonia buys a different drink to have instead of the coffee,0
driving,action_0,0,6,They decide to share the cost and Sonia drinks the coffee while Danielle pays,1
driving,action_0,0,7,Danielle offers Sonia a sip before drinking the rest herself,1
driving,action_0,50,0,Sonia drinks the coffee,0
driving,action_0,50,1,They decide to go to a different store to buy another coffee,0
driving,action_0,50,2,They leave the coffee and continue driving without it,0
driving,action_0,50,3,Danielle and Sonia take turns sipping the coffee,1
driving,action_0,50,4,They go back to the gas station's cashier to ask for a refund or a new coffee,0
driving,action_0,50,5,Danielle pours half of the coffee into a different container for Sonia,1
driving,action_0,50,6,Sonia buys a different drink from the gas station to make up for the broken coffee machine,0
driving,action_0,50,7,They use a mobile app to order coffee from a store on their route,0
driving,action_0,50,8,Danielle and Sonia share the cost to buy a new coffee or a different drink together,1
driving,action_0,75,0,Danielle pours the remaining coffee into two smaller cups to share with Sonia,1
driving,action_0,75,1,Sonia drinks the coffee while Danielle drives,0
driving,action_0,75,2,They abandon the coffee and continue driving,0
driving,action_0,75,3,They take turns sipping the coffee,1
driving,action_0,75,4,Danielle buys another coffee for Sonia at the next gas station,0
driving,action_0,75,5,"Sonia buys a different drink, like a soda or juice, to have instead of coffee",0
driving,action_0,75,6,They look for a different gas station with a working coffee machine to get two coffees,1
driving,action_0,75,7,"Neither of them drinks the coffee, and they give it to someone else they meet on the road",0
driving,action_0,100,0,Sonia drinks the coffee instead,0
driving,action_0,100,1,They decide to abandon the coffee and continue driving,0
driving,action_0,100,2,They take the coffee back to the store and try to get a refund or a new coffee,0
driving,action_0,100,3,Danielle and Sonia take turns sipping the coffee,1
driving,action_0,100,4,They pour the coffee into two separate cups to share what they have,1
driving,action_0,100,5,One of them goes back into the gas station to buy another coffee,0
driving,action_0,100,6,They stop at a different gas station or coffee shop to get another coffee,1
driving,action_0,100,7,They use a thermos or container to divide the coffee into two portions,1
driving,action_1,0,0,Danielle drinks the full cup and Sonia goes without,0
driving,action_1,0,1,Sonia drinks the full cup and Danielle goes without,0
driving,action_1,0,2,They decide to buy a new coffee from the store,0
driving,action_1,0,3,They take turns sipping from the same cup,1
driving,action_1,0,4,Danielle buys a new coffee for herself and Sonia is left to decide what to do,0
driving,action_1,0,5,Sonia buys a new coffee for herself and Danielle is left to decide what to do,0
driving,action_1,0,6,They abandon their coffee plans and continue driving,0
driving,action_1,0,7,They ask the gas station attendant if they can get a free coffee due to the machine malfunction,0
driving,action_1,0,8,"They share the single cup of coffee, passing it back and forth without splitting it into two cups",1
driving,action_1,50,0,Danielle drinks the full cup of coffee herself,0
driving,action_1,50,1,Sonia drinks the full cup of coffee herself,0
driving,action_1,50,2,They abandon the coffee and continue driving,0
driving,action_1,50,3,They take turns sipping from the same cup,1
driving,action_1,50,4,Danielle buys another coffee from the gas station's store,0
driving,action_1,50,5,Sonia buys another coffee from the gas station's store,0
driving,action_1,50,6,They decide to stop at a different location to get coffee,0
driving,action_1,50,7,They flip a coin to decide who gets the coffee,0
driving,action_1,50,8,One person drinks from the cup and then hands it to the other to finish,1
driving,action_1,75,0,Danielle drinks the full cup and Sonia goes without,0
driving,action_1,75,1,Sonia drinks the full cup and Danielle goes without,0
driving,action_1,75,2,They abandon the coffee and continue driving,0
driving,action_1,75,3,They take turns sipping from the same cup,1
driving,action_1,75,4,Danielle buys a new coffee for Sonia and keeps the original for herself,0
driving,action_1,75,5,Sonia buys a new coffee for Danielle and keeps the original for herself,0
driving,action_1,75,6,"They decide to share the single cup, passing it back and forth while driving",1
driving,action_1,75,7,One person drinks the coffee and the other gets a different beverage,0
driving,action_1,75,8,"They both get new coffees, neither using the partially filled cup",0
driving,action_1,100,0,Danielle drinks the full cup of coffee alone,0
driving,action_1,100,1,Sonia drinks the full cup of coffee alone,0
driving,action_1,100,2,They leave the gas station without resolving the coffee issue,0
driving,action_1,100,3,Danielle and Sonia take turns sipping from the same cup,1
driving,action_1,100,4,They decide to buy a different type of drink instead,0
driving,action_1,100,5,They go to a different gas station to get coffee,0
driving,action_1,100,6,"One person gives the other the full cup, but they sit together and chat while the recipient drinks",1
driving,action_1,100,7,"They pour a small amount into another cup, but not exactly half, and each drink from their own cup",1
driving,action_2,0,0,Danielle drinks the coffee alone,0
driving,action_2,0,1,Sonia drinks the coffee alone,0
driving,action_2,0,2,They leave the gas station and continue driving without coffee,0
driving,action_2,0,3,One person goes back to the machine to try and pour another cup,0
driving,action_2,0,4,They buy a second coffee from a different vendor,0
driving,action_2,0,5,"They pass the cup back and forth, taking turns drinking from it",1
driving,action_2,0,6,"They pour the coffee into two separate containers, if available",1
driving,action_2,0,7,"Danielle and Sonia take small sips directly from the cup, alternating",1
driving,action_2,50,0,Danielle drinks the coffee alone,0
driving,action_2,50,1,Sonia drinks the coffee alone,0
driving,action_2,50,2,They leave the coffee and continue driving,0
driving,action_2,50,3,They take turns sipping from the same cup,1
driving,action_2,50,4,They buy another coffee from a different machine or store,0
driving,action_2,50,5,Danielle pours half the coffee into a spare cup or container for Sonia,1
driving,action_2,50,6,They ask the gas station attendant if they can get a refund or a new coffee,0
driving,action_2,50,7,Danielle and Sonia pass the cup back and forth to drink,1
driving,action_2,75,0,Danielle drinks the coffee alone,0
driving,action_2,75,1,Sonia drinks the coffee alone,0
driving,action_2,75,2,They abandon the coffee and leave the gas station,0
driving,action_2,75,3,They buy a second coffee from a different machine or store,0
driving,action_2,75,4,They take turns sipping from the same cup without straws,1
driving,action_2,75,5,Danielle pours some coffee into the lid or a spare container for Sonia,1
driving,action_2,75,6,They ask the gas station staff to pour another cup from a different machine,0
driving,action_2,75,7,They decide to wait until the next gas station to get coffee,0
driving,action_2,75,8,Danielle or Sonia goes inside to buy a hot coffee or other beverage to share,1
driving,action_2,100,0,Danielle drinks the coffee alone,0
driving,action_2,100,1,Sonia drinks the coffee alone,0
driving,action_2,100,2,They leave the coffee and continue driving,0
driving,action_2,100,3,They take turns sipping from the same cup without straws,1
driving,action_2,100,4,They pour the coffee into two separate containers and both drink,1
driving,action_2,100,5,Danielle buys another coffee from the gas station's pre-made supply,0
driving,action_2,100,6,Sonia buys another coffee from the gas station's pre-made supply,0
driving,action_2,100,7,They decide to stop at a different location to get coffee for both,1
driving,action_2,100,8,One person drinks half and then hands the cup to the other,1
driving,action_3,0,0,Danielle drinks the coffee and Sonia buys another one,0
driving,action_3,0,1,Sonia drinks the coffee and Danielle buys another one,0
driving,action_3,0,2,They flip a coin to decide who gets the coffee,0
driving,action_3,0,3,They take the coffee back to the store and ask for a refund,0
driving,action_3,0,4,They decide to forgo coffee for the trip,0
driving,action_3,0,5,Danielle and Sonia take turns sipping from the cup without using a straw,1
driving,action_3,0,6,"They pour the coffee into two separate containers, even if one gets less",1
driving,action_3,0,7,One person buys a different beverage to share with the other,1
driving,action_3,50,0,Danielle drinks the coffee alone,0
driving,action_3,50,1,Sonia drinks the coffee alone,0
driving,action_3,50,2,They leave the coffee and continue driving,0
driving,action_3,50,3,They take turns drinking from the cup,1
driving,action_3,50,4,They pour the coffee into two separate containers and share,1
driving,action_3,50,5,Danielle buys another coffee from the gas station store,0
driving,action_3,50,6,Sonia buys another coffee from the gas station store,0
driving,action_3,50,7,They go to a different store to buy another coffee,0
driving,action_3,50,8,They ask the gas station attendant if they can have another cup of coffee,0
driving,action_3,75,0,Danielle drinks the entire cup by herself,0
driving,action_3,75,1,Sonia drinks the entire cup by herself,0
driving,action_3,75,2,They leave the cup and buy two new coffees at the next stop,0
driving,action_3,75,3,They pour the coffee into two separate cups and use the cream and sugar to make the amount seem more equal,1
driving,action_3,75,4,Danielle and Sonia take turns drinking directly from the cup,1
driving,action_3,75,5,They decide not to drink the coffee and throw it away,0
driving,action_3,75,6,One person drinks from the cup and the other buys a different drink,0
driving,action_3,75,7,They use two separate straws to drink from the same cup at the same time,1
driving,action_3,100,0,Danielle drinks the entire cup herself,0
driving,action_3,100,1,Sonia drinks the entire cup herself,0
driving,action_3,100,2,They decide not to drink the coffee and leave it behind,0
driving,action_3,100,3,They go back inside to buy a second cup of coffee,0
driving,action_3,100,4,"They pour the coffee into two separate cups, even if it means one cup won't be full",1
driving,action_3,100,5,They take turns drinking directly from the cup,1
driving,action_3,100,6,They use two separate straws in the same cup,1
driving,action_3,100,7,"Danielle drinks first, then hands the cup to Sonia to finish",1
fair,action_0,0,0,Marianne eats all the food while Lisa watches,0
fair,action_0,0,1,"They take turns eating each item, one at a time",1
fair,action_0,0,2,Lisa eats all the food while Marianne watches,0
fair,action_0,0,3,"Neither of them eats the food, they leave it on the plate",0
fair,action_0,0,4,They divide each item in half and eat their respective halves,1
fair,action_0,0,5,"Marianne and Lisa eat from the same plate, reaching for different items",1
fair,action_0,0,6,"They decide to give the food to someone else, so neither of them eats it",0
fair,action_0,0,7,"One person picks what the other will eat, and portions it out for them",1
fair,action_0,0,8,"They put all the food in a bag and take it home, to eat later and possibly share",1
fair,action_0,50,0,"Marianne eats all the food, Lisa eats nothing",0
fair,action_0,50,1,"Lisa eats all the food, Marianne eats nothing",0
fair,action_0,50,2,"They toss the food, neither eats",0
fair,action_0,50,3,Marianne and Lisa take turns eating from the same food items,1
fair,action_0,50,4,They split each food item in half and eat their respective halves,1
fair,action_0,50,5,"Marianne and Lisa choose one food item to share, taking bites from the same item",1
fair,action_0,50,6,They set the food down and don't eat until they get home,0
fair,action_0,50,7,"Marianne offers Lisa a few bites of corn, but keeps the rest to herself",1
fair,action_0,50,8,They put all the food in a container and eat it together when they get home,1
fair,action_0,75,0,"Marianne eats the corn and Lisa eats the funnel cake and fried cheese, no switching",0
fair,action_0,75,1,They cut the corn and other foods into smaller portions and create a shared pile to graze from,1
fair,action_0,75,2,Lisa takes a few bites of the corn from Marianne's side of the plate,1
fair,action_0,75,3,"They trade foods, so Marianne gets the funnel cake and Lisa gets the corn",0
fair,action_0,75,4,"They eat together from a common plate, taking bites of each food in turn",1
fair,action_0,75,5,"One person eats all the food while the other watches, then they switch",0
fair,action_0,75,6,They decide not to eat the food and leave it behind,0
fair,action_0,75,7,"Marianne and Lisa make a bet, and the winner gets to eat all the food",0
fair,action_0,75,8,They put all the food in the middle of the table and take turns picking which item to eat next,1
fair,action_0,100,0,Marianne and Lisa take turns eating from the same skewer of corn,1
fair,action_0,100,1,They cut the corn and funnel cake into smaller portions and serve themselves from a shared plate,1
fair,action_0,100,2,Marianne eats all the food while Lisa watches,0
fair,action_0,100,3,Lisa eats the fried cheese and Marianne eats the corn and funnel cake,0
fair,action_0,100,4,They decide not to eat the food and throw it away,0
fair,action_0,100,5,Marianne and Lisa feed each other,1
fair,action_0,100,6,They make a tower with the food and take bites from different parts of the tower together,1
fair,action_0,100,7,Marianne and Lisa sit on opposite sides of a table and pass food items to each other to try,1
fair,action_0,100,8,One person chooses what the other will eat and vice versa,1
fair,action_0,100,9,They put all the food in the middle of the table and take bites of whatever they want,1
fair,action_1,0,0,Marianne eats the entire skewer of corn by herself,0
fair,action_1,0,1,They take turns eating the corn off the same cob,1
fair,action_1,0,2,Lisa eats the entire skewer of corn by herself,0
fair,action_1,0,3,They decide not to eat the corn and throw it away,0
fair,action_1,0,4,Marianne cuts the corn into smaller portions and they eat together from a shared plate,1
fair,action_1,0,5,They use separate plates and utensils to eat their respective halves of the corn and other food,1
fair,action_1,0,6,"Marianne and Lisa both refuse to eat the corn, but they share the funnel cake and fried cheese",1
fair,action_1,0,7,One person holds the cob while the other eats from it,1
fair,action_1,0,8,They put all the food on a blanket and graze from it together,1
fair,action_1,0,9,"Marianne wrappers the corn and gives it to Lisa to take home, and they don't eat it at the fair",0
fair,action_1,50,0,Marianne eats the entire corn skewer by herself,0
fair,action_1,50,1,They take turns eating directly from the corn skewer,1
fair,action_1,50,2,Lisa eats the entire corn skewer by herself,0
fair,action_1,50,3,They decide not to eat the corn and leave it at the fair,0
fair,action_1,50,4,Marianne cuts the corn into smaller portions and they eat together from a shared plate,1
fair,action_1,50,5,"They both eat funnel cake and fried cheese, but not the corn",1
fair,action_1,50,6,One person buys additional corn skewers so they each have their own,0
fair,action_1,50,7,They ask the food truck vendor to divide the food among multiple plates,1
fair,action_1,50,8,Marianne and Lisa make a game out of seeing who can eat their portion of food the fastest,1
fair,action_1,75,0,Marianne eats the entire skewer of corn by herself,0
fair,action_1,75,1,They take turns eating from the same skewer of corn,1
fair,action_1,75,2,Lisa eats the entire skewer of corn by herself,0
fair,action_1,75,3,They decide not to eat the corn and leave it behind,0
fair,action_1,75,4,Marianne cuts the corn into smaller pieces and they eat together from the same container,1
fair,action_1,75,5,"They use separate plates and utensils for all the food, including the corn, funnel cake, and fried cheese",1
fair,action_1,75,6,One person buys additional food so they each have their own,0
fair,action_1,75,7,"They feed each other the corn, funnel cake, and fried cheese",1
fair,action_1,75,8,"Marianne gives the entire skewer of corn to Lisa, and then they split the other food",1
fair,action_1,100,0,"They both eat directly from the skewer of corn, taking turns",1
fair,action_1,100,1,Marianne eats the entire skewer of corn by herself,0
fair,action_1,100,2,Lisa eats the entire skewer of corn by herself,0
fair,action_1,100,3,"They leave the corn and other food to throw away, not eating any of it",0
fair,action_1,100,4,They decide to take the food home and eat it together later,1
fair,action_1,100,5,Marianne cuts the corn into smaller pieces and they both eat from the same plate,1
fair,action_1,100,6,"They trade food, with Marianne eating the funnel cake and Lisa eating the corn",1
fair,action_1,100,7,"One person eats while the other watches, then they switch",1
fair,action_1,100,8,"They make a pile of all the food and dig in together, not using utensils",1
fair,action_2,0,0,Marianne and Lisa each get their own skewer of corn and eat separately,0
fair,action_2,0,1,They decide not to eat the corn and leave it behind,0
fair,action_2,0,2,Marianne eats the entire skewer of corn by herself,0
fair,action_2,0,3,Lisa eats the entire skewer of corn by herself,0
fair,action_2,0,4,They cut the corn off the cob and divide it into two portions to eat,1
fair,action_2,0,5,They take turns eating from the same funnel cake and fried cheese,1
fair,action_2,0,6,Marianne and Lisa put all the food on a plate and pick from it together,1
fair,action_2,0,7,They draw a line down the middle of the funnel cake and fried cheese and eat from their own side,1
fair,action_2,0,8,"One person eats while the other watches, then they switch roles with the remaining food",0
fair,action_2,50,0,Marianne and Lisa cut the corn into smaller pieces and eat from a shared plate,1
fair,action_2,50,1,Marianne eats the entire skewer of corn by herself,0
fair,action_2,50,2,They decide not to eat the corn and throw it away,0
fair,action_2,50,3,"Marianne and Lisa take turns eating a piece of corn, then a piece of funnel cake, and then a piece of fried cheese",1
fair,action_2,50,4,"Lisa eats the entire skewer of corn, and Marianne eats all the funnel cake and fried cheese",0
fair,action_2,50,5,They divide all the food into two equal portions and eat separately,1
fair,action_2,50,6,Marianne and Lisa put all the food on a blanket and graze on it together,1
fair,action_2,50,7,"Neither of them eats any of the food, and they leave it at the fair",0
fair,action_2,50,8,Marianne offers to trade her share of the corn for some of Lisa's funnel cake,1
fair,action_2,75,0,Marianne eats the entire skewer of corn by herself,0
fair,action_2,75,1,Lisa eats the entire skewer of corn by herself,0
fair,action_2,75,2,They cut the corn off the skewer and divide it into two portions to eat separately,1
fair,action_2,75,3,They decide not to eat the corn and throw it away,0
fair,action_2,75,4,Marianne and Lisa take turns biting into the same side of the corn on the cob,1
fair,action_2,75,5,"They put all the food, including the corn, funnel cake, and fried cheese, into a shared container and dig in together",1
fair,action_2,75,6,"Marianne eats the corn, funnel cake, and fried cheese, while Lisa eats nothing",0
fair,action_2,75,7,"Lisa eats the corn, funnel cake, and fried cheese, while Marianne eats nothing",0
fair,action_2,75,8,"They put the food aside and don't eat it, deciding to get something else instead",0
fair,action_2,75,9,"Marianne and Lisa sit down together and eat the corn, funnel cake, and fried cheese, but from their own separate portions",1
fair,action_2,100,0,Marianne eats the entire corn on the cob by herself,0
fair,action_2,100,1,They cut the corn off the cob and divide it into two bowls to eat separately,1
fair,action_2,100,2,Lisa eats the entire corn on the cob by herself,0
fair,action_2,100,3,They decide not to eat the corn and throw it away,0
fair,action_2,100,4,"They take turns eating the funnel cake, then the fried cheese, and finally the corn on the cob",1
fair,action_2,100,5,Marianne cuts the corn into smaller pieces and they feed each other,1
fair,action_2,100,6,"They put all the food on a blanket and eat together, reaching for different items as they please",1
fair,action_2,100,7,They split all the food in half and eat their own portions without sharing,1
fair,action_2,100,8,One person buys more food so they can each have their own,0
fair,action_3,0,0,Marianne and Lisa each get their own separate skewer of corn,0
fair,action_3,0,1,One person eats the corn while the other eats the funnel cake and fried cheese,0
fair,action_3,0,2,They cut the corn into portions and eat from their own portions,1
fair,action_3,0,3,Marianne eats all the corn and Lisa eats all the funnel cake and fried cheese,0
fair,action_3,0,4,They decide not to eat any of the food and leave it behind,0
fair,action_3,0,5,"They take turns eating different types of food, but not from the same item",1
fair,action_3,0,6,Marianne and Lisa sit together but eat from their own separate sets of food,0
fair,action_3,0,7,"They pass the skewer of corn back and forth, but each person eats from a different part",1
fair,action_3,0,8,One person gives all their food to the other and doesn't eat,0
fair,action_3,50,0,cut the corn into individual portions and eat separately,1
fair,action_3,50,1,"Marianne eats the corn by herself, Lisa eats the funnel cake and fried cheese",0
fair,action_3,50,2,they put all the food on a plate and take turns picking items to eat,1
fair,action_3,50,3,"Lisa eats the corn, Marianne eats the funnel cake and fried cheese",0
fair,action_3,50,4,they decide not to eat any of the food and throw it away,0
fair,action_3,50,5,Marianne and Lisa sit together and eat their individual foods at the same time,1
fair,action_3,50,6,"one person eats while the other watches, then they switch",1
fair,action_3,50,7,"they pack the food up and take it home to eat later, separately",0
fair,action_3,50,8,"Marianne and Lisa make a plate to share, but use utensils or napkins to separate their bites",1
fair,action_3,75,0,"Marianne eats the corn, Lisa eats the funnel cake and fried cheese",0
fair,action_3,75,1,"They both eat their own separate food items, not sharing any",0
fair,action_3,75,2,Marianne and Lisa cut the corn into smaller portions and each eats their own part,1
fair,action_3,75,3,"They take turns eating different food items, but not from the same part of the item",1
fair,action_3,75,4,"Lisa eats all the food, Marianne doesn't have any",0
fair,action_3,75,5,Marianne and Lisa decide to save the food for later and don't eat any of it at the fair,0
fair,action_3,75,6,They split all the food items in half and eat their respective halves,1
fair,action_3,75,7,"Marianne and Lisa use utensils to eat the corn, taking turns but using their own utensils",1
fair,action_3,75,8,"They put all the food on a plate and pick items to eat, sometimes eating the same type of food at the same time",1
fair,action_3,100,0,They cut the corn into separate pieces and eat their own portions,1
fair,action_3,100,1,Marianne eats the entire skewer by herself,0
fair,action_3,100,2,Lisa eats the entire skewer by herself,0
fair,action_3,100,3,They leave the food uneaten and walk away,0
fair,action_3,100,4,They give the food to someone else,0
fair,action_3,100,5,They take turns eating from separate parts of the cob,1
fair,action_3,100,6,They put all the food on a plate and take turns serving themselves,1
fair,action_3,100,7,Marianne cuts the corn and funnel cake into bite-sized pieces and feeds them to Lisa,1
fair,action_3,100,8,They decide to save the food for later and take it home together,1
fair,action_3,100,9,"One person picks a food item and eats it all, then the other person picks a different food item and eats it all",0
gala,action_0,0,0,Elena asks Todd if she can try his pumpkin spice martini and he hands it to her,1
gala,action_0,0,1,Todd offers Elena a sip of his drink and they clink glasses together,1
gala,action_0,0,2,Elena and Todd decide to order a few different drinks and create a tasting flight to share,1
gala,action_0,0,3,Elena orders the same drink as Todd so they can enjoy it together,1
gala,action_0,0,4,Todd tells Elena about his drink but she decides not to order anything,0
gala,action_0,0,5,Elena orders her drink and doesn't offer to let Todd try it,0
gala,action_0,0,6,Elena and Todd sit at the bar separately and don't discuss their drinks,0
gala,action_0,0,7,Elena asks the bartender for a recommendation instead of asking Todd,0
gala,action_0,0,8,Todd doesn't mention his drink to Elena and they order separately without discussing it,0
gala,action_0,50,0,Elena asks Todd if she can try his pumpkin spice martini and he hands it to her,1
gala,action_0,50,1,They decide to order a few different drinks and share them all with each other,1
gala,action_0,50,2,Todd orders for Elena without asking her preference,0
gala,action_0,50,3,Elena decides to order the same drink as Todd,0
gala,action_0,50,4,They don't discuss their drink orders with each other at all,0
gala,action_0,50,5,Elena asks the bartender for a recommendation and doesn't consider Todd's order,0
gala,action_0,50,6,"They order a drink to share, such as a pitcher of a seasonal cocktail",1
gala,action_0,50,7,Todd offers Elena a sip of his drink and she declines,0
gala,action_0,75,0,Elena asks Todd if she can try his pumpkin spice martini,1
gala,action_0,75,1,Todd offers Elena a sip of his drink without her asking,1
gala,action_0,75,2,They decide to order one of each and split them 50/50,1
gala,action_0,75,3,Elena decides to order the same drink as Todd,0
gala,action_0,75,4,Todd tells Elena she can't try his drink and becomes protective of it,0
gala,action_0,75,5,Elena orders her drink and doesn't offer or ask to try Todd's,0
gala,action_0,75,6,They don't discuss their drinks at all and order separately,0
gala,action_0,75,7,Todd and Elena go to the bar together and create a custom drink to share,1
gala,action_0,100,0,"Elena and Todd decide to share a drink, taking turns sipping from the same glass",1
gala,action_0,100,1,"Elena asks Todd if she can try a sip of his pumpkin spice martini, and he hands it to her",1
gala,action_0,100,2,"Todd orders another round, this time getting one of each drink so they can both try both",1
gala,action_0,100,3,"Elena decides to order the same drink as Todd, so they can both enjoy the same flavor",1
gala,action_0,100,4,"Elena and Todd sit at the bar, but don't discuss or interact with each other about their drinks",0
gala,action_0,100,5,"Elena orders her drink, but doesn't tell Todd what she got, and he doesn't ask",0
gala,action_0,100,6,"Todd gets up and leaves to get his drink, and Elena stays at the table, not engaging with him about it",0
gala,action_0,100,7,"Elena and Todd look at the drink menu together, but each orders separately and doesn't offer to share",0
gala,action_0,100,8,"Elena decides not to order a drink at all, and Todd gets his without discussing it with her",0
gala,action_1,0,0,Elena orders without asking Todd and they drink separately,0
gala,action_1,0,1,"Todd describes his drink but Elena doesn't try it, they drink their own",0
gala,action_1,0,2,They exchange glasses and drink from each other's,1
gala,action_1,0,3,Elena asks Todd to describe his drink in detail but doesn't try it,0
gala,action_1,0,4,Todd offers Elena a sip from his glass without using a straw,1
gala,action_1,0,5,Elena and Todd decide to order the same drink and share it,1
gala,action_1,0,6,They don't discuss their drinks at all and drink silently,0
gala,action_1,0,7,Elena tries Todd's drink by dipping her finger in it and tasting,1
gala,action_1,0,8,Todd and Elena ask the bartender to create a new drink by mixing theirs,1
gala,action_1,50,0,Elena orders without asking Todd and they drink separately,0
gala,action_1,50,1,"Todd describes his drink but Elena doesn't try it, they drink their own",0
gala,action_1,50,2,They exchange glasses and drink from each other's,1
gala,action_1,50,3,"Elena asks Todd to order for her, and they drink from the same glass",1
gala,action_1,50,4,"They decide to get one drink to share, and pass it back and forth",1
gala,action_1,50,5,"Todd offers Elena a sip from his glass, but she declines",0
gala,action_1,50,6,"Elena and Todd discuss drinks, but don't taste each other's, and drink separately",0
gala,action_1,50,7,They order a few different drinks and create a tasting flight to sample together,1
gala,action_1,50,8,"Elena tries Todd's drink, but he doesn't try hers",1
gala,action_1,50,9,"They don't discuss drinks at all, and order separately without sharing",0
gala,action_1,75,0,Elena orders without asking Todd and they drink separately,0
gala,action_1,75,1,"Todd describes his drink but Elena doesn't try it, they drink their own",0
gala,action_1,75,2,"Elena and Todd decide to share one drink, taking turns sipping from the same glass",1
gala,action_1,75,3,They exchange glasses and drink the other's entire drink,1
gala,action_1,75,4,"Elena asks Todd to describe his drink but doesn't try it, then they clink glasses and drink their own",0
gala,action_1,75,5,"Todd offers Elena a sip of his drink from his glass, without using straws",1
gala,action_1,75,6,Elena and Todd order the same drink and drink together simultaneously,1
gala,action_1,75,7,They don't discuss drinks at all and order separately without interacting,0
gala,action_1,75,8,"Elena tries Todd's drink by taking a sip directly from his glass, then drinks her own",1
gala,action_1,75,9,"Todd suggests they both try a different drink together, and they order a new one to share",1
gala,action_1,100,0,Elena orders her drink without asking Todd for input,0
gala,action_1,100,1,"Todd describes his drink to Elena, but they don't taste each other's drinks",0
gala,action_1,100,2,"Elena and Todd decide to share one drink, taking turns sipping from the same glass",1
gala,action_1,100,3,They exchange glasses and drink each other's entire cocktail,1
gala,action_1,100,4,"Todd offers Elena a sip of his drink, but she declines",0
gala,action_1,100,5,"Elena and Todd sit at the bar and watch each other order, but don't interact with each other's drinks",0
gala,action_1,100,6,They ask the bartender to create a new drink that combines elements of both their orders,1
gala,action_1,100,7,"Elena and Todd sit together, but don't discuss or engage with each other's drinks at all",0
gala,action_1,100,8,"They take a photo of their drinks together, but don't taste or touch each other's glasses",0
gala,action_2,0,0,"Elena orders without asking Todd, and they drink their own drinks without sharing",0
gala,action_2,0,1,"Todd describes his drink, but Elena doesn't try it, and they drink separately",0
gala,action_2,0,2,"Elena and Todd exchange glasses, and each drinks the other's entire drink",1
gala,action_2,0,3,"They ask the bartender to pour a small sample of each drink, and taste them from separate sample glasses",1
gala,action_2,0,4,"Elena and Todd decide to order the same drink, and share a single glass",1
gala,action_2,0,5,"Todd offers Elena a sip from his glass, but she declines",0
gala,action_2,0,6,"Elena and Todd discuss their drink choices, but don't taste each other's drinks",0
gala,action_2,0,7,They use a straw or pour a small amount into a separate glass for the other to taste,1
gala,action_2,0,8,"Elena asks Todd to describe his drink in more detail, but they don't share or taste each other's drinks",0
gala,action_2,0,9,They ignore each other's drink choices and focus on their own conversations or activities,0
gala,action_2,50,0,Elena orders without asking Todd and they drink separately,0
gala,action_2,50,1,Todd describes his drink but Elena doesn't try it,0
gala,action_2,50,2,They ask the bartender for a sample of each other's drinks,1
gala,action_2,50,3,Elena and Todd decide to share a drink and order one to split,1
gala,action_2,50,4,"Todd offers Elena a sip from his glass, but she declines",0
gala,action_2,50,5,They discuss the ingredients and flavors without trying each other's drinks,1
